name	size	floor	ceiling	meandate	accuracy	features	regularization	i
fantasyperiods21994to2006v0	75	1994	2006	1999.64	0.84	3600	0.1	0
fantasyperiods21994to2006v1	75	1994	2006	2000.0	0.84	5100	0.006	1
fantasyperiods21994to2006v2	75	1994	2006	2000.04	0.88	1500	0.7	2
fantasyperiods22000to2010v0	75	2000	2010	2004.21333333	0.86	5100	3	0
fantasyperiods22000to2010v1	75	2000	2010	2004.29333333	0.86	4800	0.1	1
fantasyperiods22000to2010v2	75	2000	2010	2004.32	0.86	5100	0.02	2
fantasyperiods21800to1899v0	75	1800	1899	1874.93333333	0.76	4200	0.1	0
fantasyperiods21800to1899v1	75	1800	1899	1875.63333333	0.786666666667	5400	0.7	1
fantasyperiods21850to1909v0	75	1850	1909	1890.57333333	0.806666666667	4500	0.001	0
fantasyperiods21850to1909v1	75	1850	1909	1888.19333333	0.793333333333	2700	0.02	1
fantasyperiods21900to1919v0	75	1900	1919	1909.96721311	0.844262295082	4800	0.0003	0
fantasyperiods21900to1919v1	75	1900	1919	1908.97540984	0.83606557377	2700	0.0003	1
fantasyperiods21910to1945v0	75	1910	1945	1925.84666667	0.84	5100	0.02	0
fantasyperiods21910to1945v1	75	1910	1945	1927.43333333	0.84	5400	0.001	1
fantasyperiods21920to1949v0	75	1920	1949	1933.88	0.826666666667	2400	3	0
fantasyperiods21920to1949v1	75	1920	1949	1933.47333333	0.893333333333	3600	12	1
fantasyperiods21930to1965v0	75	1930	1965	1950.21333333	0.893333333333	3600	12	0
fantasyperiods21930to1965v1	75	1930	1965	1949.87333333	0.92	2400	0.7	1
fantasyperiods21950to1969v0	75	1950	1969	1959.86	0.913333333333	5400	12	0
fantasyperiods21950to1969v1	75	1950	1969	1959.72666667	0.846666666667	2700	0.7	1
fantasyperiods21960to1975v0	75	1960	1975	1968.32	0.82	5700	0.7	0
fantasyperiods21960to1975v1	75	1960	1975	1968.11333333	0.846666666667	5100	0.006	1
fantasyperiods21970to1979v0	75	1970	1979	1974.91333333	0.853333333333	900	3	0
fantasyperiods21970to1979v1	75	1970	1979	1974.8	0.86	3300	0.1	1
fantasyperiods21974to1986v0	75	1974	1986	1980.7	0.893333333333	5700	3	0
fantasyperiods21974to1986v1	75	1974	1986	1980.68	0.906666666667	4800	0.02	1
fantasyperiods21980to1989v0	75	1980	1989	1984.4	0.893333333333	5700	12	0
fantasyperiods21980to1989v1	75	1980	1989	1984.64	0.9	3300	12	1
fantasyperiods21984to1996v0	75	1984	1996	1989.98666667	0.866666666667	3600	0.0003	0
fantasyperiods21984to1996v1	75	1984	1996	1990.25333333	0.84	4500	0.001	1
fantasyperiods21990to1999v0	75	1990	1999	1994.87333333	0.853333333333	3300	0.1	0
fantasyperiods21990to1999v1	75	1990	1999	1994.82	0.873333333333	1500	0.7	1
fantasyperiods21994to2006v0	75	1994	2006	1999.99333333	0.846666666667	1200	0.1	0
fantasyperiods21994to2006v1	75	1994	2006	1999.64	0.866666666667	1500	0.02	1
fantasyperiods22000to2010v0	75	2000	2010	2004.28666667	0.853333333333	5700	12	0
fantasyperiods22000to2010v1	75	2000	2010	2004.20666667	0.86	4500	12	1
