name	size	floor	ceiling	meandate	accuracy	features	regularization	i
temp_sf11949_10	72	1900	1949	1921	0.875	4800	100	10
temp_sf21949_10	72	1900	1949	1923	0.923611111111	2100	100	10
temp_fant11949_10	72	1900	1949	1922	0.875	1800	0.1	10
temp_fant21949_10	72	1900	1949	1923	0.847222222222	1800	0.1	10
temp_sf11919_11	72	1800	1919	1884	0.826388888889	5400	1e-05	11
temp_sf21919_11	72	1800	1919	1887	0.888888888889	4500	100	11
temp_fant11919_11	72	1800	1919	1889	0.8125	1500	10	11
temp_fant21919_11	72	1800	1919	1882	0.770833333333	4800	100	11
temp_sf11939_11	72	1880	1939	1909	0.916666666667	3000	0.01	11
temp_sf21939_11	72	1880	1939	1906	0.826388888889	5700	10	11
temp_fant11939_11	72	1880	1939	1909	0.868055555556	4800	10	11
temp_fant21939_11	72	1880	1939	1906	0.840277777778	2700	0.01	11
temp_sf11949_11	72	1900	1949	1920	0.847222222222	6300	10	11
temp_sf21949_11	72	1900	1949	1923	0.902777777778	1500	1	11
temp_fant11949_11	72	1900	1949	1920	0.923611111111	6000	100	11
temp_fant21949_11	72	1900	1949	1923	0.805555555556	3600	10	11
temp_sf11959_11	72	1910	1959	1939	0.902777777778	1500	0.001	11
temp_sf21959_11	72	1910	1959	1937	0.916666666667	3300	10	11
temp_fant11959_11	72	1910	1959	1937	0.888888888889	3000	100	11
temp_fant21959_11	72	1910	1959	1935	0.868055555556	2700	0.1	11
temp_sf11969_11	72	1930	1969	1952	0.958333333333	6000	100	11
temp_sf21969_11	72	1930	1969	1955	0.888888888889	3300	0.01	11
temp_fant11969_11	72	1930	1969	1955	0.833333333333	3300	0.1	11
temp_fant21969_11	72	1930	1969	1953	0.902777777778	2400	100	11
temp_sf11979_11	72	1950	1979	1965	0.888888888889	5700	0.001	11
temp_sf21979_11	72	1950	1979	1963	0.923611111111	2100	100	11
temp_fant11979_11	72	1950	1979	1965	0.881944444444	3300	10	11
temp_fant21979_11	72	1950	1979	1966	0.895833333333	1500	100	11
temp_sf11989_11	72	1970	1989	1980	0.909722222222	5400	0.1	11
temp_sf21989_11	72	1970	1989	1979	0.930555555556	2700	100	11
temp_fant11989_11	72	1970	1989	1980	0.854166666667	1500	100	11
temp_fant21989_11	72	1970	1989	1980	0.840277777778	4800	100	11
temp_sf11999_11	72	1980	1999	1990	0.868055555556	6300	0.1	11
temp_sf21999_11	72	1980	1999	1989	0.909722222222	6300	100	11
temp_fant11999_11	72	1980	1999	1990	0.861111111111	3000	0.1	11
temp_fant21999_11	72	1980	1999	1990	0.875	2100	0.01	11
temp_sf12010_11	72	1990	2010	2000	0.930555555556	5100	0.1	11
temp_sf22010_11	72	1990	2010	1998	0.861111111111	5400	10	11
temp_fant12010_11	72	1990	2010	2000	0.875	5100	0.1	11
temp_fant22010_11	72	1990	2010	1999	0.861111111111	4200	100	11
temp_sf11919_12	72	1800	1919	1886	0.826388888889	2400	1	12
temp_sf21919_12	72	1800	1919	1886	0.868055555556	4500	0.001	12
temp_fant11919_12	72	1800	1919	1882	0.770833333333	5700	0.001	12
temp_fant21919_12	72	1800	1919	1887	0.798611111111	5400	0.1	12
temp_sf11939_12	72	1880	1939	1905	0.875	5400	0.01	12
temp_sf21939_12	72	1880	1939	1909	0.847222222222	2100	0.1	12
temp_fant11939_12	72	1880	1939	1906	0.791666666667	2100	0.1	12
temp_fant21939_12	72	1880	1939	1909	0.8125	3300	1	12
temp_sf11949_12	72	1900	1949	1922	0.875	6000	100	12
temp_sf21949_12	72	1900	1949	1924	0.930555555556	3900	100	12
temp_fant11949_12	72	1900	1949	1922	0.791666666667	2100	0.01	12
temp_fant21949_12	72	1900	1949	1921	0.875	3900	10	12
temp_sf11959_12	72	1910	1959	1940	0.909722222222	1500	0.001	12
temp_sf21959_12	72	1910	1959	1935	0.854166666667	5400	100	12
temp_fant11959_12	72	1910	1959	1933	0.881944444444	6300	0.001	12
temp_fant21959_12	72	1910	1959	1937	0.888888888889	3600	10	12
temp_sf11969_12	72	1930	1969	1953	0.958333333333	4500	0.1	12
temp_sf21969_12	72	1930	1969	1955	0.868055555556	3600	0.001	12
temp_fant11969_12	72	1930	1969	1952	0.923611111111	2400	10	12
temp_fant21969_12	72	1930	1969	1955	0.868055555556	4200	100	12
temp_sf11979_12	72	1950	1979	1964	0.854166666667	4800	10	12
temp_sf21979_12	72	1950	1979	1965	0.909722222222	3300	0.001	12
temp_fant11979_12	72	1950	1979	1966	0.875	4800	1	12
temp_fant21979_12	72	1950	1979	1966	0.854166666667	1500	10	12
temp_sf11989_12	72	1970	1989	1979	0.944444444444	5100	1	12
temp_sf21989_12	72	1970	1989	1979	0.930555555556	5700	100	12
temp_fant11989_12	72	1970	1989	1980	0.854166666667	3000	0.01	12
temp_fant21989_12	72	1970	1989	1980	0.847222222222	6300	0.1	12
temp_sf11999_12	72	1980	1999	1990	0.902777777778	2100	0.0001	12
temp_sf21999_12	72	1980	1999	1989	0.868055555556	3600	100	12
temp_fant11999_12	72	1980	1999	1990	0.902777777778	2400	10	12
temp_fant21999_12	72	1980	1999	1989	0.840277777778	3600	10	12
temp_sf12010_12	72	1990	2010	1999	0.840277777778	2700	0.01	12
temp_sf22010_12	72	1990	2010	1999	0.944444444444	5400	0.0001	12
temp_fant12010_12	72	1990	2010	1999	0.902777777778	4500	100	12
temp_fant22010_12	72	1990	2010	2000	0.888888888889	5100	0.01	12
temp_sf11919_13	72	1800	1919	1885	0.833333333333	4800	1e-05	13
temp_sf21919_13	72	1800	1919	1887	0.902777777778	2400	1	13
temp_fant11919_13	72	1800	1919	1882	0.722222222222	2700	1	13
temp_fant21919_13	72	1800	1919	1888	0.819444444444	3300	10	13
temp_sf11939_13	72	1880	1939	1906	0.909722222222	4200	0.01	13
temp_sf21939_13	72	1880	1939	1906	0.847222222222	4500	1	13
temp_fant11939_13	72	1880	1939	1908	0.819444444444	1800	1	13
temp_fant21939_13	72	1880	1939	1909	0.847222222222	4500	0.1	13
temp_sf11949_13	72	1900	1949	1920	0.902777777778	4200	10	13
temp_sf21949_13	72	1900	1949	1924	0.875	1800	10	13
temp_fant11949_13	72	1900	1949	1920	0.826388888889	3900	1e-05	13
temp_fant21949_13	72	1900	1949	1925	0.826388888889	3000	0.01	13
temp_sf11959_13	72	1910	1959	1938	0.930555555556	1800	100	13
temp_sf21959_13	72	1910	1959	1940	0.888888888889	3000	0.0001	13
temp_fant11959_13	72	1910	1959	1935	0.902777777778	3900	100	13
temp_fant21959_13	72	1910	1959	1935	0.861111111111	3000	100	13
temp_sf11969_13	72	1930	1969	1953	0.916666666667	2100	10	13
temp_sf21969_13	72	1930	1969	1953	0.958333333333	1800	0.001	13
temp_fant11969_13	72	1930	1969	1954	0.826388888889	2400	100	13
temp_fant21969_13	72	1930	1969	1953	0.847222222222	3000	10	13
temp_sf11979_13	72	1950	1979	1965	0.881944444444	1800	100	13
temp_sf21979_13	72	1950	1979	1964	0.888888888889	5100	0.1	13
temp_fant11979_13	72	1950	1979	1965	0.868055555556	6000	10	13
temp_fant21979_13	72	1950	1979	1967	0.8125	5400	100	13
temp_sf11989_13	72	1970	1989	1979	0.895833333333	5400	0.001	13
temp_sf21989_13	72	1970	1989	1980	0.930555555556	5400	100	13
temp_fant11989_13	72	1970	1989	1980	0.868055555556	3600	0.1	13
temp_fant21989_13	72	1970	1989	1980	0.881944444444	3300	0.001	13
temp_sf11999_13	72	1980	1999	1990	0.965277777778	6300	0.001	13
temp_sf21999_13	72	1980	1999	1989	0.888888888889	5400	100	13
temp_fant11999_13	72	1980	1999	1990	0.888888888889	1800	0.001	13
temp_fant21999_13	72	1980	1999	1989	0.861111111111	4200	0.1	13
temp_sf12010_13	72	1990	2010	1999	0.881944444444	3300	1	13
temp_sf22010_13	72	1990	2010	1999	0.888888888889	4500	0.001	13
temp_fant12010_13	72	1990	2010	1999	0.868055555556	5700	0.1	13
temp_fant22010_13	72	1990	2010	2000	0.868055555556	2100	10	13
temp_sf11919_14	72	1800	1919	1890	0.8125	3900	1e-05	14
temp_sf21919_14	72	1800	1919	1882	0.861111111111	2700	0.001	14
temp_fant11919_14	72	1800	1919	1885	0.791666666667	5700	0.1	14
temp_fant21919_14	72	1800	1919	1887	0.854166666667	2100	0.1	14
temp_sf11939_14	72	1880	1939	1906	0.826388888889	2100	0.01	14
temp_sf21939_14	72	1880	1939	1907	0.909722222222	3000	10	14
temp_fant11939_14	72	1880	1939	1908	0.868055555556	2100	1	14
temp_fant21939_14	72	1880	1939	1908	0.847222222222	4500	10	14
temp_sf11949_14	72	1900	1949	1926	0.909722222222	1800	10	14
temp_sf21949_14	72	1900	1949	1920	0.923611111111	3300	100	14
temp_fant11949_14	72	1900	1949	1923	0.826388888889	2700	0.01	14
temp_fant21949_14	72	1900	1949	1920	0.847222222222	4200	10	14
temp_sf11959_14	72	1910	1959	1939	0.888888888889	3900	0.001	14
temp_sf21959_14	72	1910	1959	1937	0.909722222222	3600	0.001	14
temp_fant11959_14	72	1910	1959	1937	0.895833333333	6000	10	14
temp_fant21959_14	72	1910	1959	1932	0.875	2400	100	14
temp_sf11969_14	72	1930	1969	1954	0.923611111111	2100	0.1	14
temp_sf21969_14	72	1930	1969	1954	0.888888888889	1500	10	14
temp_fant11969_14	72	1930	1969	1954	0.895833333333	3300	0.1	14
temp_fant21969_14	72	1930	1969	1953	0.819444444444	4800	100	14
temp_sf11979_14	72	1950	1979	1965	0.909722222222	3000	1e-05	14
temp_sf21979_14	72	1950	1979	1964	0.902777777778	1500	100	14
temp_fant11979_14	72	1950	1979	1966	0.881944444444	4200	1	14
temp_fant21979_14	72	1950	1979	1966	0.875	1500	100	14
temp_sf11989_14	72	1970	1989	1978	0.944444444444	5100	100	14
temp_sf21989_14	72	1970	1989	1981	0.923611111111	1800	0.1	14
temp_fant11989_14	72	1970	1989	1978	0.868055555556	3300	1	14
temp_fant21989_14	72	1970	1989	1981	0.881944444444	3000	1	14
temp_sf11999_14	72	1980	1999	1990	0.861111111111	2100	100	14
temp_sf21999_14	72	1980	1999	1989	0.965277777778	5400	0.1	14
temp_fant11999_14	72	1980	1999	1989	0.805555555556	2100	0.1	14
temp_fant21999_14	72	1980	1999	1989	0.888888888889	4800	0.1	14
temp_sf12010_14	72	1990	2010	1999	0.895833333333	2400	0.001	14
temp_sf22010_14	72	1990	2010	2000	0.861111111111	5400	0.0001	14
temp_fant12010_14	72	1990	2010	1999	0.861111111111	5400	100	14
temp_fant22010_14	72	1990	2010	1999	0.888888888889	1500	10	14
