"testype"	"name1"	"name2"	"ceiling"	"floor"	"meandate1"	"meandate2"	"acc1"	"acc2"	"alienacc1"	"alienacc2"	"spearman"	"spear1on2"	"spear2on1"	"loss"	"loss1on2"	"loss2on1"	"iteration"
"cross"	"temp_sf11959_11"	"temp_fant21959_11"	1959	1910	1938.78472222	1935.36805556	0.9027777778	0.8680555556	0.7638888889	0.7291666667	0.8035514475	0.7391164492	0.8679864459	0.1388888889	0.1388888889	0.1388888889	11
"cross"	"temp_sf21959_11"	"temp_fant11959_11"	1959	1910	1936.64583333	1936.83333333	0.9166666667	0.8888888889	0.8819444444	0.8055555556	1.1107294802	1.1594805042	1.0619784562	0.0590277778	0.0833333333	0.0347222222	11
"sfself"	"temp_sf11959_12"	"temp_sf21959_12"	1959	1910	1939.875	1935.06944444	0.9097222222	0.8541666667	0.9166666667	0.8680555556	1.3746683397	1.2453185872	1.5040180923	-0.0104166667	-0.0138888889	-0.0069444444	12
"fantasyself"	"temp_fant11959_12"	"temp_fant21959_12"	1959	1910	1933.02083333	1936.90277778	0.8819444444	0.8888888889	0.875	0.7638888889	1.144833454	0.9778694135	1.3117974945	0.0659722222	0.125	0.0069444444	12
"cross"	"temp_sf11959_12"	"temp_fant21959_12"	1959	1910	1939.875	1936.90277778	0.9097222222	0.8888888889	0.8611111111	0.7430555556	0.9428088308	0.7240759589	1.1615417028	0.0972222222	0.1458333333	0.0486111111	12
"cross"	"temp_sf21959_12"	"temp_fant11959_12"	1959	1910	1935.06944444	1933.02083333	0.8541666667	0.8819444444	0.7430555556	0.7847222222	0.7917992643	0.9616782416	0.6219202869	0.1041666667	0.0972222222	0.1111111111	12
"sfself"	"temp_sf11959_13"	"temp_sf21959_13"	1959	1910	1937.84027778	1940.48611111	0.9305555556	0.8888888889	0.8888888889	0.9027777778	1.4982011857	1.4508685396	1.5455338318	0.0138888889	-0.0138888889	0.0416666667	13
"fantasyself"	"temp_fant11959_13"	"temp_fant21959_13"	1959	1910	1935.07638889	1934.83333333	0.9027777778	0.8611111111	0.8680555556	0.8541666667	1.2817010838	1.0661528496	1.4972493181	0.0208333333	0.0069444444	0.0347222222	13
"cross"	"temp_sf11959_13"	"temp_fant21959_13"	1959	1910	1937.84027778	1934.83333333	0.9305555556	0.8611111111	0.8402777778	0.6666666667	0.8775883463	0.6244342468	1.1307424458	0.1423611111	0.1944444444	0.0902777778	13
"cross"	"temp_sf21959_13"	"temp_fant11959_13"	1959	1910	1940.48611111	1935.07638889	0.8888888889	0.9027777778	0.8402777778	0.7430555556	0.9832848663	1.082347467	0.8842222656	0.1041666667	0.1597222222	0.0486111111	13
"sfself"	"temp_sf11959_14"	"temp_sf21959_14"	1959	1910	1938.52083333	1936.84722222	0.8888888889	0.9097222222	0.8819444444	0.8958333333	1.8320487748	1.6618938425	2.0022037072	0.0104166667	0.0138888889	0.0069444444	14
"fantasyself"	"temp_fant11959_14"	"temp_fant21959_14"	1959	1910	1937.43055556	1931.82638889	0.8958333333	0.875	0.8333333333	0.8263888889	1.2369905341	1.1492292774	1.3247517907	0.0555555556	0.0486111111	0.0625	14
"cross"	"temp_sf11959_14"	"temp_fant21959_14"	1959	1910	1938.52083333	1931.82638889	0.8888888889	0.875	0.7986111111	0.7222222222	0.8092797853	0.7272645159	0.8912950548	0.1215277778	0.1527777778	0.0902777778	14
"cross"	"temp_sf21959_14"	"temp_fant11959_14"	1959	1910	1936.84722222	1937.43055556	0.9097222222	0.8958333333	0.7777777778	0.6597222222	0.7049688936	0.6846937195	0.7252440677	0.1840277778	0.2361111111	0.1319444444	14
"sfself"	"temp_sf11969_0"	"temp_sf21969_0"	1969	1930	1955.20138889	1953.35416667	0.9375	0.9027777778	0.9027777778	0.875	1.4746482471	1.5446888824	1.4046076118	0.03125	0.0277777778	0.0347222222	0
"fantasyself"	"temp_fant11969_0"	"temp_fant21969_0"	1969	1930	1952.46527778	1954.63194444	0.8819444444	0.8888888889	0.8333333333	0.8055555556	1.0789928086	1.1512317626	1.0067538545	0.0659722222	0.0833333333	0.0486111111	0
"cross"	"temp_sf11969_0"	"temp_fant21969_0"	1969	1930	1955.20138889	1954.63194444	0.9375	0.8888888889	0.7916666667	0.6180555556	0.673341049	0.3750576963	0.9716244018	0.2083333333	0.2708333333	0.1458333333	0
"cross"	"temp_sf21969_0"	"temp_fant11969_0"	1969	1930	1953.35416667	1952.46527778	0.9027777778	0.8819444444	0.8611111111	0.7986111111	1.0520581683	0.9426117229	1.1615046137	0.0625	0.0833333333	0.0416666667	0
"sfself"	"temp_sf11969_1"	"temp_sf21969_1"	1969	1930	1953.88194444	1955.03472222	0.9166666667	0.9097222222	0.8819444444	0.9236111111	1.5349041954	1.3872196047	1.6825887862	0.0104166667	-0.0138888889	0.0347222222	1
"fantasyself"	"temp_fant11969_1"	"temp_fant21969_1"	1969	1930	1953.5625	1953.22916667	0.8888888889	0.8402777778	0.8680555556	0.875	1.2987292227	1.2302413062	1.3672171392	-0.0069444444	-0.0347222222	0.0208333333	1
"cross"	"temp_sf11969_1"	"temp_fant21969_1"	1969	1930	1953.88194444	1953.22916667	0.9166666667	0.8402777778	0.8611111111	0.7638888889	1.1195640481	0.9680584584	1.2710696379	0.0659722222	0.0763888889	0.0555555556	1
"cross"	"temp_sf21969_1"	"temp_fant11969_1"	1969	1930	1955.03472222	1953.5625	0.9097222222	0.8888888889	0.9166666667	0.7638888889	1.0645352323	0.8505856276	1.278484837	0.0590277778	0.125	-0.0069444444	1
"sfself"	"temp_sf11969_2"	"temp_sf21969_2"	1969	1930	1953.5	1954.01388889	0.9236111111	0.9375	0.9027777778	0.8958333333	1.4584030024	1.3133929878	1.603413017	0.03125	0.0416666667	0.0208333333	2
"fantasyself"	"temp_fant11969_2"	"temp_fant21969_2"	1969	1930	1951.96527778	1954.58333333	0.875	0.9097222222	0.8333333333	0.9027777778	1.2076829243	1.3267431719	1.0886226766	0.0243055556	0.0069444444	0.0416666667	2
"cross"	"temp_sf11969_2"	"temp_fant21969_2"	1969	1930	1953.5	1954.58333333	0.9236111111	0.9097222222	0.8611111111	0.7708333333	1.0270933523	0.8684046273	1.1857820773	0.1006944444	0.1388888889	0.0625	2
"cross"	"temp_sf21969_2"	"temp_fant11969_2"	1969	1930	1954.01388889	1951.96527778	0.9375	0.875	0.8680555556	0.7013888889	0.9240696647	0.7221285215	1.1260108079	0.1215277778	0.1736111111	0.0694444444	2
"sfself"	"temp_sf11969_3"	"temp_sf21969_3"	1969	1930	1954.25694444	1952.49305556	0.875	0.9652777778	0.8263888889	0.9097222222	1.2737593812	1.4471960729	1.1003226896	0.0520833333	0.0555555556	0.0486111111	3
"fantasyself"	"temp_fant11969_3"	"temp_fant21969_3"	1969	1930	1952.875	1954.16666667	0.875	0.8819444444	0.8125	0.8194444444	1.2485721057	1.125894147	1.3712500644	0.0625	0.0625	0.0625	3
"cross"	"temp_sf11969_3"	"temp_fant21969_3"	1969	1930	1954.25694444	1954.16666667	0.875	0.8819444444	0.7916666667	0.7708333333	0.881785471	0.8016939529	0.9618769891	0.0972222222	0.1111111111	0.0833333333	3
"cross"	"temp_sf21969_3"	"temp_fant11969_3"	1969	1930	1952.49305556	1952.875	0.9652777778	0.875	0.9166666667	0.7222222222	1.1367762599	0.9005678019	1.372984718	0.1006944444	0.1527777778	0.0486111111	3
"sfself"	"temp_sf11969_4"	"temp_sf21969_4"	1969	1930	1952.34027778	1953.79166667	0.9444444444	0.9027777778	0.8958333333	0.8819444444	1.5757771104	1.5429307428	1.608623478	0.0347222222	0.0208333333	0.0486111111	4
"fantasyself"	"temp_fant11969_4"	"temp_fant21969_4"	1969	1930	1951.70833333	1956.36111111	0.8680555556	0.8611111111	0.7847222222	0.8541666667	1.36152908	1.4175201924	1.3055379676	0.0451388889	0.0069444444	0.0833333333	4
"cross"	"temp_sf11969_4"	"temp_fant21969_4"	1969	1930	1952.34027778	1956.36111111	0.9444444444	0.8611111111	0.875	0.8194444444	1.1761603936	0.992825208	1.3594955793	0.0555555556	0.0416666667	0.0694444444	4
"cross"	"temp_sf21969_4"	"temp_fant11969_4"	1969	1930	1953.79166667	1951.70833333	0.9027777778	0.8680555556	0.8402777778	0.7013888889	0.8158151638	0.6723144771	0.9593158504	0.1145833333	0.1666666667	0.0625	4
"sfself"	"temp_sf11969_5"	"temp_sf21969_5"	1969	1930	1953.83333333	1953.63888889	0.8888888889	0.9097222222	0.8888888889	0.8958333333	1.291070669	1.3159389273	1.2662024107	0.0069444444	0.0138888889	0	5
"fantasyself"	"temp_fant11969_5"	"temp_fant21969_5"	1969	1930	1954.30555556	1951.67361111	0.8472222222	0.9097222222	0.8611111111	0.8888888889	1.2962402114	1.3475882496	1.2448921732	0.0034722222	0.0208333333	-0.0138888889	5
"cross"	"temp_sf11969_5"	"temp_fant21969_5"	1969	1930	1953.83333333	1951.67361111	0.8888888889	0.9097222222	0.8819444444	0.7291666667	1.1487467749	1.0784975376	1.2189960121	0.09375	0.1805555556	0.0069444444	5
"cross"	"temp_sf21969_5"	"temp_fant11969_5"	1969	1930	1953.63888889	1954.30555556	0.9097222222	0.8472222222	0.8819444444	0.7083333333	0.7930340546	0.4875562867	1.0985118225	0.0833333333	0.1388888889	0.0277777778	5
"sfself"	"temp_sf11969_6"	"temp_sf21969_6"	1969	1930	1954.48611111	1953.3125	0.8541666667	0.9791666667	0.7916666667	0.8819444444	1.0701992825	1.2163495929	0.924048972	0.0798611111	0.0972222222	0.0625	6
"fantasyself"	"temp_fant11969_6"	"temp_fant21969_6"	1969	1930	1952.70833333	1953.38888889	0.875	0.8611111111	0.875	0.875	1.3524817769	1.2121664914	1.4927970623	-0.0069444444	-0.0138888889	0	6
"cross"	"temp_sf11969_6"	"temp_fant21969_6"	1969	1930	1954.48611111	1953.38888889	0.8541666667	0.8611111111	0.8541666667	0.7638888889	1.0363694434	0.9880810332	1.0846578535	0.0486111111	0.0972222222	0	6
"cross"	"temp_sf21969_6"	"temp_fant11969_6"	1969	1930	1953.3125	1952.70833333	0.9791666667	0.875	0.9236111111	0.6805555556	0.8259714831	0.4991776027	1.1527653635	0.125	0.1944444444	0.0555555556	6
"sfself"	"temp_sf11969_7"	"temp_sf21969_7"	1969	1930	1953.48611111	1953.14583333	0.9027777778	0.9305555556	0.9166666667	0.9027777778	1.4750778767	1.4531940485	1.4969617048	0.0069444444	0.0277777778	-0.0138888889	7
"fantasyself"	"temp_fant11969_7"	"temp_fant21969_7"	1969	1930	1954.18055556	1952.75694444	0.8958333333	0.8958333333	0.8472222222	0.8541666667	1.1789801763	1.08300049	1.2749598627	0.0451388889	0.0416666667	0.0486111111	7
"cross"	"temp_sf11969_7"	"temp_fant21969_7"	1969	1930	1953.48611111	1952.75694444	0.9027777778	0.8958333333	0.8888888889	0.6597222222	0.8144161053	0.4640923524	1.1647398582	0.125	0.2361111111	0.0138888889	7
"cross"	"temp_sf21969_7"	"temp_fant11969_7"	1969	1930	1953.14583333	1954.18055556	0.9305555556	0.8958333333	0.8819444444	0.7777777778	1.2126013593	1.0856959276	1.339506791	0.0833333333	0.1180555556	0.0486111111	7
"sfself"	"temp_sf11969_8"	"temp_sf21969_8"	1969	1930	1951.09722222	1954.9375	0.8958333333	0.9236111111	0.8958333333	0.8819444444	1.2978808478	1.3299569339	1.2658047616	0.0208333333	0.0416666667	0	8
"fantasyself"	"temp_fant11969_8"	"temp_fant21969_8"	1969	1930	1953.79166667	1954.21527778	0.8402777778	0.9097222222	0.7777777778	0.9097222222	1.2541452567	1.3391224	1.1691681134	0.03125	0	0.0625	8
"cross"	"temp_sf11969_8"	"temp_fant21969_8"	1969	1930	1951.09722222	1954.21527778	0.8958333333	0.9097222222	0.8055555556	0.6944444444	0.6953460708	0.5344020539	0.8562900878	0.1527777778	0.2152777778	0.0902777778	8
"cross"	"temp_sf21969_8"	"temp_fant11969_8"	1969	1930	1954.9375	1953.79166667	0.9236111111	0.8402777778	0.9236111111	0.7291666667	1.1156913949	0.8693365539	1.3620462359	0.0555555556	0.1111111111	0	8
"sfself"	"temp_sf11969_9"	"temp_sf21969_9"	1969	1930	1953.80555556	1953.85416667	0.8888888889	0.9513888889	0.8055555556	0.9166666667	1.440452159	1.3487593899	1.5321449282	0.0590277778	0.0347222222	0.0833333333	9
"fantasyself"	"temp_fant11969_9"	"temp_fant21969_9"	1969	1930	1953.13888889	1954.25	0.8472222222	0.9166666667	0.8541666667	0.8611111111	1.4144286197	1.5133033245	1.3155539148	0.0243055556	0.0555555556	-0.0069444444	9
"cross"	"temp_sf11969_9"	"temp_fant21969_9"	1969	1930	1953.80555556	1954.25	0.8888888889	0.9166666667	0.8541666667	0.7430555556	0.999868203	0.7824652929	1.217271113	0.1041666667	0.1736111111	0.0347222222	9
"cross"	"temp_sf21969_9"	"temp_fant11969_9"	1969	1930	1953.85416667	1953.13888889	0.9513888889	0.8472222222	0.875	0.7430555556	0.9600162107	0.7890900739	1.1309423475	0.0902777778	0.1041666667	0.0763888889	9
"sfself"	"temp_sf11969_10"	"temp_sf21969_10"	1969	1930	1954.35416667	1951.96527778	0.8888888889	0.9444444444	0.8888888889	0.9097222222	1.5760435628	1.5805272209	1.5715599047	0.0173611111	0.0347222222	0	10
"fantasyself"	"temp_fant11969_10"	"temp_fant21969_10"	1969	1930	1951.61805556	1954.54166667	0.8472222222	0.8402777778	0.9097222222	0.8472222222	1.2453249549	1.2250659479	1.2655839619	-0.0347222222	-0.0069444444	-0.0625	10
"cross"	"temp_sf11969_10"	"temp_fant21969_10"	1969	1930	1954.35416667	1954.54166667	0.8888888889	0.8402777778	0.8680555556	0.7222222222	0.9408722159	0.8491626811	1.0325817507	0.0694444444	0.1180555556	0.0208333333	10
"cross"	"temp_sf21969_10"	"temp_fant11969_10"	1969	1930	1951.96527778	1951.61805556	0.9444444444	0.8472222222	0.8333333333	0.7222222222	0.9266774878	0.764435575	1.0889194007	0.1180555556	0.125	0.1111111111	10
"sfself"	"temp_sf11969_11"	"temp_sf21969_11"	1969	1930	1952.44444444	1954.63888889	0.9583333333	0.8888888889	0.9305555556	0.8888888889	1.5911105898	1.5708508795	1.6113703002	0.0138888889	0	0.0277777778	11
"fantasyself"	"temp_fant11969_11"	"temp_fant21969_11"	1969	1930	1954.56944444	1952.53472222	0.8333333333	0.9027777778	0.8125	0.9027777778	1.2346493174	1.3846080261	1.0846906086	0.0104166667	0	0.0208333333	11
"cross"	"temp_sf11969_11"	"temp_fant21969_11"	1969	1930	1952.44444444	1952.53472222	0.9583333333	0.9027777778	0.9305555556	0.75	1.2326507406	1.0167893445	1.4485121366	0.0902777778	0.1527777778	0.0277777778	11
"cross"	"temp_sf21969_11"	"temp_fant11969_11"	1969	1930	1954.63888889	1954.56944444	0.8888888889	0.8333333333	0.8680555556	0.7291666667	0.8629741205	0.5791012548	1.1468469863	0.0625	0.1041666667	0.0208333333	11
"sfself"	"temp_sf11969_12"	"temp_sf21969_12"	1969	1930	1952.9375	1954.67361111	0.9583333333	0.8680555556	0.9583333333	0.9236111111	1.6268862891	1.5608461502	1.692926428	-0.0277777778	-0.0555555556	0	12
"fantasyself"	"temp_fant11969_12"	"temp_fant21969_12"	1969	1930	1952.27777778	1955.01388889	0.9236111111	0.8680555556	0.875	0.8680555556	1.0930145553	1.0653157727	1.1207133379	0.0243055556	0	0.0486111111	12
"cross"	"temp_sf11969_12"	"temp_fant21969_12"	1969	1930	1952.9375	1955.01388889	0.9583333333	0.8680555556	0.875	0.6388888889	0.9436150143	0.6965640288	1.1906659998	0.15625	0.2291666667	0.0833333333	12
"cross"	"temp_sf21969_12"	"temp_fant11969_12"	1969	1930	1954.67361111	1952.27777778	0.8680555556	0.9236111111	0.8472222222	0.7847222222	1.0032736716	1.0398462503	0.9667010929	0.0798611111	0.1388888889	0.0208333333	12
"sfself"	"temp_sf11969_13"	"temp_sf21969_13"	1969	1930	1953.30555556	1952.51388889	0.9166666667	0.9583333333	0.8402777778	0.9444444444	1.5652241475	1.6194185869	1.5110297081	0.0451388889	0.0138888889	0.0763888889	13
"fantasyself"	"temp_fant11969_13"	"temp_fant21969_13"	1969	1930	1954.375	1952.73611111	0.8263888889	0.8472222222	0.8402777778	0.9166666667	1.1709747944	1.2433596274	1.0985899615	-0.0416666667	-0.0694444444	-0.0138888889	13
"cross"	"temp_sf11969_13"	"temp_fant21969_13"	1969	1930	1953.30555556	1952.73611111	0.9166666667	0.8472222222	0.875	0.7222222222	0.9739092206	0.7582023354	1.1896161058	0.0833333333	0.125	0.0416666667	13
"cross"	"temp_sf21969_13"	"temp_fant11969_13"	1969	1930	1952.51388889	1954.375	0.9583333333	0.8263888889	0.9027777778	0.6597222222	0.9360743438	0.6347956451	1.2373530425	0.1111111111	0.1666666667	0.0555555556	13
"sfself"	"temp_sf11969_14"	"temp_sf21969_14"	1969	1930	1953.52083333	1953.64583333	0.9236111111	0.8888888889	0.9027777778	0.8680555556	1.445773858	1.4421429418	1.4494047742	0.0208333333	0.0208333333	0.0208333333	14
"fantasyself"	"temp_fant11969_14"	"temp_fant21969_14"	1969	1930	1954.13194444	1952.52083333	0.8958333333	0.8194444444	0.8333333333	0.8680555556	1.2310324003	1.2401372486	1.2219275519	0.0069444444	-0.0486111111	0.0625	14
"cross"	"temp_sf11969_14"	"temp_fant21969_14"	1969	1930	1953.52083333	1952.52083333	0.9236111111	0.8194444444	0.8125	0.7291666667	1.0328344519	0.9510677353	1.1146011685	0.1006944444	0.0902777778	0.1111111111	14
"cross"	"temp_sf21969_14"	"temp_fant11969_14"	1969	1930	1953.64583333	1954.13194444	0.8888888889	0.8958333333	0.9097222222	0.8125	1.3071929022	1.0812497389	1.5331360656	0.03125	0.0833333333	-0.0208333333	14
"sfself"	"temp_sf11979_0"	"temp_sf21979_0"	1979	1950	1964.68055556	1965.77083333	0.9236111111	0.9097222222	0.8819444444	0.8541666667	1.4549687004	1.448775722	1.4611616789	0.0486111111	0.0555555556	0.0416666667	0
"fantasyself"	"temp_fant11979_0"	"temp_fant21979_0"	1979	1950	1967.58333333	1964.57638889	0.8680555556	0.8958333333	0.8194444444	0.7638888889	1.202503257	1.2018350806	1.2031714334	0.0902777778	0.1319444444	0.0486111111	0
"cross"	"temp_sf11979_0"	"temp_fant21979_0"	1979	1950	1964.68055556	1964.57638889	0.9236111111	0.8958333333	0.8472222222	0.8125	1.0704487369	0.9632064972	1.1776909766	0.0798611111	0.0833333333	0.0763888889	0
"cross"	"temp_sf21979_0"	"temp_fant11979_0"	1979	1950	1965.77083333	1967.58333333	0.9097222222	0.8680555556	0.8055555556	0.7152777778	0.957696556	0.861297334	1.054095778	0.1284722222	0.1527777778	0.1041666667	0
"sfself"	"temp_sf11979_1"	"temp_sf21979_1"	1979	1950	1963.77777778	1964.56944444	0.9097222222	0.9097222222	0.8541666667	0.8611111111	1.5394082986	1.6145149295	1.4643016678	0.0520833333	0.0486111111	0.0555555556	1
"fantasyself"	"temp_fant11979_1"	"temp_fant21979_1"	1979	1950	1964.72222222	1966.27777778	0.9375	0.8055555556	0.8888888889	0.8541666667	1.3553919893	1.2768772116	1.4339067671	5.55111512313E-017	-0.0486111111	0.0486111111	1
"cross"	"temp_sf11979_1"	"temp_fant21979_1"	1979	1950	1963.77777778	1966.27777778	0.9097222222	0.8055555556	0.8402777778	0.6736111111	0.9387753628	0.8153194164	1.0622313091	0.1006944444	0.1319444444	0.0694444444	1
"cross"	"temp_sf21979_1"	"temp_fant11979_1"	1979	1950	1964.56944444	1964.72222222	0.9097222222	0.9375	0.8819444444	0.7708333333	1.1428314829	0.8913276632	1.3943353027	0.0972222222	0.1666666667	0.0277777778	1
"sfself"	"temp_sf11979_2"	"temp_sf21979_2"	1979	1950	1963.97222222	1965.73611111	0.8402777778	0.9236111111	0.8263888889	0.9166666667	1.4515140873	1.5916129442	1.3114152304	0.0104166667	0.0069444444	0.0138888889	2
"fantasyself"	"temp_fant11979_2"	"temp_fant21979_2"	1979	1950	1965.88888889	1966.4375	0.8333333333	0.875	0.7916666667	0.8819444444	1.3244938876	1.3505461716	1.2984416036	0.0173611111	-0.0069444444	0.0416666667	2
"cross"	"temp_sf11979_2"	"temp_fant21979_2"	1979	1950	1963.97222222	1966.4375	0.8402777778	0.875	0.7569444444	0.8472222222	0.8508663923	0.8475968295	0.8541359551	0.0555555556	0.0277777778	0.0833333333	2
"cross"	"temp_sf21979_2"	"temp_fant11979_2"	1979	1950	1965.73611111	1965.88888889	0.9236111111	0.8333333333	0.9097222222	0.7430555556	1.2293039484	1.0372771133	1.4213307835	0.0520833333	0.0902777778	0.0138888889	2
"sfself"	"temp_sf11979_3"	"temp_sf21979_3"	1979	1950	1964	1964.71527778	0.9513888889	0.8958333333	0.9236111111	0.8611111111	1.5003045665	1.4494656879	1.5511434451	0.03125	0.0347222222	0.0277777778	3
"fantasyself"	"temp_fant11979_3"	"temp_fant21979_3"	1979	1950	1967.27083333	1964.75694444	0.8680555556	0.8125	0.8541666667	0.8263888889	1.2161962705	1.1937615155	1.2386310255	5.55111512313E-017	-0.0138888889	0.0138888889	3
"cross"	"temp_sf11979_3"	"temp_fant21979_3"	1979	1950	1964	1964.75694444	0.9513888889	0.8125	0.8819444444	0.6805555556	1.0279842869	0.8034829361	1.2524856378	0.1006944444	0.1319444444	0.0694444444	3
"cross"	"temp_sf21979_3"	"temp_fant11979_3"	1979	1950	1964.71527778	1967.27083333	0.8958333333	0.8680555556	0.8125	0.7777777778	1.0527890645	0.9547230917	1.1508550374	0.0868055556	0.0902777778	0.0833333333	3
"sfself"	"temp_sf11979_4"	"temp_sf21979_4"	1979	1950	1965.60416667	1963.68055556	0.9166666667	0.9097222222	0.875	0.8194444444	1.3673458088	1.2062124717	1.5284791459	0.0659722222	0.0902777778	0.0416666667	4
"fantasyself"	"temp_fant11979_4"	"temp_fant21979_4"	1979	1950	1965.86111111	1964.34027778	0.875	0.8958333333	0.7986111111	0.8611111111	1.1658095065	1.1863871868	1.1452318262	0.0555555556	0.0347222222	0.0763888889	4
"cross"	"temp_sf11979_4"	"temp_fant21979_4"	1979	1950	1965.60416667	1964.34027778	0.9166666667	0.8958333333	0.8611111111	0.7777777778	1.1176651065	0.923835365	1.311494848	0.0868055556	0.1180555556	0.0555555556	4
"cross"	"temp_sf21979_4"	"temp_fant11979_4"	1979	1950	1963.68055556	1965.86111111	0.9097222222	0.875	0.8194444444	0.7638888889	0.9819270309	1.0107203631	0.9531336988	0.1006944444	0.1111111111	0.0902777778	4
"sfself"	"temp_sf11979_5"	"temp_sf21979_5"	1979	1950	1964.18055556	1965.44444444	0.9375	0.8611111111	0.9027777778	0.8263888889	1.6681714674	1.6484688665	1.6878740683	0.0347222222	0.0347222222	0.0347222222	5
"fantasyself"	"temp_fant11979_5"	"temp_fant21979_5"	1979	1950	1965.63888889	1965.79861111	0.8680555556	0.8888888889	0.7916666667	0.8611111111	1.1340102357	1.1418346308	1.1261858406	0.0520833333	0.0277777778	0.0763888889	5
"cross"	"temp_sf11979_5"	"temp_fant21979_5"	1979	1950	1964.18055556	1965.79861111	0.9375	0.8888888889	0.8680555556	0.75	1.015499031	0.8076472647	1.2233507974	0.1041666667	0.1388888889	0.0694444444	5
"cross"	"temp_sf21979_5"	"temp_fant11979_5"	1979	1950	1965.44444444	1965.63888889	0.8611111111	0.8680555556	0.8402777778	0.7916666667	1.108627497	0.9240831552	1.2931718388	0.0486111111	0.0763888889	0.0208333333	5
"sfself"	"temp_sf11979_6"	"temp_sf21979_6"	1979	1950	1964.70138889	1964.69444444	0.875	0.8958333333	0.8958333333	0.8611111111	1.5047299721	1.5368807462	1.472579198	0.0069444444	0.0347222222	-0.0208333333	6
"fantasyself"	"temp_fant11979_6"	"temp_fant21979_6"	1979	1950	1965.86111111	1966.80555556	0.8194444444	0.8263888889	0.8402777778	0.875	1.4102532519	1.4327231062	1.3877833976	-0.0347222222	-0.0486111111	-0.0208333333	6
"cross"	"temp_sf11979_6"	"temp_fant21979_6"	1979	1950	1964.70138889	1966.80555556	0.875	0.8263888889	0.9027777778	0.8333333333	1.2342090278	1.144870806	1.3235472496	-0.0173611111	-0.0069444444	-0.0277777778	6
"cross"	"temp_sf21979_6"	"temp_fant11979_6"	1979	1950	1964.69444444	1965.86111111	0.8958333333	0.8194444444	0.7986111111	0.7708333333	0.8991383146	0.7952442924	1.0030323369	0.0729166667	0.0486111111	0.0972222222	6
"sfself"	"temp_sf11979_7"	"temp_sf21979_7"	1979	1950	1964.06944444	1964.625	0.9027777778	0.9027777778	0.875	0.8402777778	1.4083949163	1.3851692253	1.4316206072	0.0451388889	0.0625	0.0277777778	7
"fantasyself"	"temp_fant11979_7"	"temp_fant21979_7"	1979	1950	1964.88194444	1967.11111111	0.8680555556	0.8402777778	0.8194444444	0.8680555556	1.3370237414	1.3608302149	1.3132172679	0.0104166667	-0.0277777778	0.0486111111	7
"cross"	"temp_sf11979_7"	"temp_fant21979_7"	1979	1950	1964.06944444	1967.11111111	0.9027777778	0.8402777778	0.8402777778	0.7222222222	0.8909239239	0.7056813535	1.0761664943	0.0902777778	0.1180555556	0.0625	7
"cross"	"temp_sf21979_7"	"temp_fant11979_7"	1979	1950	1964.625	1964.88194444	0.9027777778	0.8680555556	0.8402777778	0.7847222222	1.0605552699	0.8618210982	1.2592894417	0.0729166667	0.0833333333	0.0625	7
"sfself"	"temp_sf11979_8"	"temp_sf21979_8"	1979	1950	1965.96527778	1964.54861111	0.8819444444	0.9097222222	0.8611111111	0.9027777778	1.6698934872	1.7051855107	1.6346014637	0.0138888889	0.0069444444	0.0208333333	8
"fantasyself"	"temp_fant11979_8"	"temp_fant21979_8"	1979	1950	1965.68055556	1966.25694444	0.8819444444	0.8680555556	0.8680555556	0.6875	1.0849093168	0.8771557371	1.2926628966	0.0972222222	0.1805555556	0.0138888889	8
"cross"	"temp_sf11979_8"	"temp_fant21979_8"	1979	1950	1965.96527778	1966.25694444	0.8819444444	0.8680555556	0.8472222222	0.7013888889	0.9777021478	0.7558776483	1.1995266473	0.1006944444	0.1666666667	0.0347222222	8
"cross"	"temp_sf21979_8"	"temp_fant11979_8"	1979	1950	1964.54861111	1965.68055556	0.9097222222	0.8819444444	0.7777777778	0.7708333333	1.0301537322	0.9660007133	1.094306751	0.1215277778	0.1111111111	0.1319444444	8
"sfself"	"temp_sf11979_9"	"temp_sf21979_9"	1979	1950	1964.46527778	1965.21527778	0.9375	0.8958333333	0.9375	0.8888888889	1.6496888637	1.6217759977	1.6776017296	0.0034722222	0.0069444444	0	9
"fantasyself"	"temp_fant11979_9"	"temp_fant21979_9"	1979	1950	1965.84027778	1965.29861111	0.8541666667	0.8958333333	0.8055555556	0.8333333333	1.0617832929	1.1407462328	0.9828203529	0.0555555556	0.0625	0.0486111111	9
"cross"	"temp_sf11979_9"	"temp_fant21979_9"	1979	1950	1964.46527778	1965.29861111	0.9375	0.8958333333	0.7986111111	0.6666666667	0.6495547232	0.4872380273	0.8118714192	0.1840277778	0.2291666667	0.1388888889	9
"cross"	"temp_sf21979_9"	"temp_fant11979_9"	1979	1950	1965.21527778	1965.84027778	0.8958333333	0.8541666667	0.875	0.7847222222	1.4984760331	1.3554759135	1.6414761527	0.0451388889	0.0694444444	0.0208333333	9
"sfself"	"temp_sf11979_10"	"temp_sf21979_10"	1979	1950	1964.41666667	1964.63888889	0.8958333333	0.9305555556	0.8541666667	0.9027777778	1.3978738248	1.543002884	1.2527447655	0.0347222222	0.0277777778	0.0416666667	10
"fantasyself"	"temp_fant11979_10"	"temp_fant21979_10"	1979	1950	1965.34722222	1966.26388889	0.875	0.875	0.7638888889	0.7638888889	0.8674608052	0.9619854217	0.7729361888	0.1111111111	0.1111111111	0.1111111111	10
