docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title
mdp.39076005189357_3,mdp.39076005189357,77414,sf_loc,"Boucher, Anthony,",1911-1968.,"Garden City, N.Y.|Doubleday|1959.",1959,1949,,Science fiction,Fiction,A treasury of great science fiction; | $c: edited by Anthony Boucher [pseud.
inu.30000061597831_0,inu.30000061597831,51603,sf_loc,"Bradbury, Ray,",1920-,New York|Doubleday|1959.,1959,1959,,"Science fiction, American",Fiction,Twice twenty-two
inu.30000061597831_1,inu.30000061597831,50770,sf_loc,"Bradbury, Ray,",1920-,New York|Doubleday|1959.,1959,1959,,"Science fiction, American",Fiction,Twice twenty-two
inu.30000061597831_2,inu.30000061597831,50405,sf_loc,"Bradbury, Ray,",1920-,New York|Doubleday|1959.,1959,1959,,"Science fiction, American",Fiction,Twice twenty-two
mdp.49015001218248_0,mdp.49015001218248,43048,sf_oclc,"Wyndham, John,",1903-1969.,"Harmondsworth, England|Penguin Books|1959, c1958.",1959,1959,,,Fiction,The chrysalids
mdp.49015001218248_1,mdp.49015001218248,41744,sf_oclc,"Wyndham, John,",1903-1969.,"Harmondsworth, England|Penguin Books|1959, c1958.",1959,1959,,,Fiction,The chrysalids
mdp.39015005749158_0,mdp.39015005749158,36184,sf_oclc,"Norton, Andre.",,Cleveland|World Pub. Co.|1959,1959,1959,,,Fiction,"Galactic derelict, | $c: by Andre Norton."
mdp.39015005749158_1,mdp.39015005749158,35866,sf_oclc,"Norton, Andre.",,Cleveland|World Pub. Co.|1959,1959,1959,,,Fiction,"Galactic derelict, | $c: by Andre Norton."
pst.000029136407_0,pst.000029136407,46681,sf_oclc,"Vonnegut, Kurt.",,New York|Delacorte Press|c1959].,1959,1959,,,NotFiction,The sirens of Titan.
pst.000029136407_1,pst.000029136407,44640,sf_oclc,"Vonnegut, Kurt.",,New York|Delacorte Press|c1959].,1959,1959,,,NotFiction,The sirens of Titan.
osu.32435053308334,osu.32435053308334,57248,sf_oclc,"Christopher, John,",1922-2012.,New York|Avon|c1959.,1959,1959,,,NotFiction,Planet in peril
osu.32435063116172_0,osu.32435063116172,53040,fantasy_loc,"Gardner, Maurice B.",,"Boston, Mass.|Meador Publishing Company|c1959.",1959,1959,,"Fantasy fiction, American",NotFiction|Love stories|Adventures stories,Bantan's island peril
osu.32435063116172_1,osu.32435063116172,51600,fantasy_loc,"Gardner, Maurice B.",,"Boston, Mass.|Meador Publishing Company|c1959.",1959,1959,,"Fantasy fiction, American",NotFiction|Love stories|Adventures stories,Bantan's island peril
mdp.39015000543929_0,mdp.39015000543929,45344,fantasy_oclc,"Peake, Mervyn Laurence,",1911-1968.,London|Eyre & Spottiswoode|1959.,1959,1959,,,UnknownGenre,Titus alone.
mdp.39015000543929_1,mdp.39015000543929,46764,fantasy_oclc,"Peake, Mervyn Laurence,",1911-1968.,London|Eyre & Spottiswoode|1959.,1959,1959,,,UnknownGenre,Titus alone.
uc1.$b326450,uc1.$b326450,56060,fantasy_oclc,"Gebhardt, Hertha Antonia Mathilde (Triepel) Von.",,New York|Criterion Books|1959,1959,1959,,,NotFiction,The girl from nowhere. | $c: Translated by James Kirkup.  Illustrated by Helen Brun.
pst.000007265860,pst.000007265860,31815,fantasy_oclc|juv,"Lindgren, Astrid,",1907-2002,"New York|Scholastic Book Services|1968, c1959.",1959,1959,,,NotFiction,Pippi Longstocking
mdp.39015014136595,mdp.39015014136595,52887,sf_oclc,"Pohl, Frederik.",,New York [N.Y.|Ballentine Books|c1960.,1960,1960,,,Fiction,Drunkard's walk
mdp.39015021919876_0,mdp.39015021919876,44443,sf_oclc,"Hartley, L. P. (Leslie Poles),",1895-1972.,London|H. Hamilton|1960,1960,1960,,,NotFiction,Facial justice.
mdp.39015021919876_1,mdp.39015021919876,47447,sf_oclc,"Hartley, L. P. (Leslie Poles),",1895-1972.,London|H. Hamilton|1960,1960,1960,,,NotFiction,Facial justice.
osu.32435053363990_0,osu.32435053363990,34549,sf_oclc,"Leinster, Murray,",1896-1975.,"New York, N.Y.|Berkley Pub. Corp.|1960.",1960,1960,,,Fiction,The aliens
osu.32435053363990_1,osu.32435053363990,35720,sf_oclc,"Leinster, Murray,",1896-1975.,"New York, N.Y.|Berkley Pub. Corp.|1960.",1960,1960,,,Fiction,The aliens
mdp.39015056814455_0,mdp.39015056814455,56713,fantasy_loc|sf_loc,,,"Garden City, N.Y.|Doubleday|c1960.",1960,1955,,Fantasy fiction|Science fiction,Fiction,A decade of Fantasy and science fiction
mdp.39015056814455_1,mdp.39015056814455,54782,fantasy_loc|sf_loc,,,"Garden City, N.Y.|Doubleday|c1960.",1960,1955,,Fantasy fiction|Science fiction,Fiction,A decade of Fantasy and science fiction
mdp.39015056814455_2,mdp.39015056814455,54572,fantasy_loc|sf_loc,,,"Garden City, N.Y.|Doubleday|c1960.",1960,1955,,Fantasy fiction|Science fiction,Fiction,A decade of Fantasy and science fiction
mdp.39015005896660_0,mdp.39015005896660,45823,sf_loc,"Pohl, Frederik,",,"Garden City, N.Y.|Doubleday|1960.",1960,1960,,Science fiction,Fiction,Star of stars.
mdp.39015005896660_1,mdp.39015005896660,44423,sf_loc,"Pohl, Frederik,",,"Garden City, N.Y.|Doubleday|1960.",1960,1960,,Science fiction,Fiction,Star of stars.
pst.000024818261,pst.000024818261,8252,fantasy_oclc,"Guillot, Ren̩,",1900-1969,"New York|Abelard-Schuman|1961, c1960].",1960,1960,,,NotFiction,Nicolette and the mill
mdp.39015003922005_0,mdp.39015003922005,66504,sf_oclc,"Heinlein, Robert A. (Robert Anson),",1907-1988.,New York|Putnam|1961,1961,1961,,,Fiction,Stranger in a strange land.
mdp.39015003922005_1,mdp.39015003922005,68524,sf_oclc,"Heinlein, Robert A. (Robert Anson),",1907-1988.,New York|Putnam|1961,1961,1961,,,Fiction,Stranger in a strange land.
mdp.39015003922005_2,mdp.39015003922005,70096,sf_oclc,"Heinlein, Robert A. (Robert Anson),",1907-1988.,New York|Putnam|1961,1961,1961,,,Fiction,Stranger in a strange land.
uc1.$b104019,uc1.$b104019,42702,fantasy_oclc,"Nathan, Robert,",1894-1985.,New York|Knopf|1961.,1961,1961,,,Fiction,The wilderness-stone.
inu.30000029816976_0,inu.30000029816976,69204,sf_loc,"Dick, Philip K.",,"New York, N.Y.|Carol Publishing Group|1990-",0,1962,v. 1,"Science fiction, American",Fiction,The collected stories of Philip K. Dick
inu.30000029816976_1,inu.30000029816976,72820,sf_loc,"Dick, Philip K.",,"New York, N.Y.|Carol Publishing Group|1990-",0,1962,v. 1,"Science fiction, American",Fiction,The collected stories of Philip K. Dick
inu.30000029816976_2,inu.30000029816976,73152,sf_loc,"Dick, Philip K.",,"New York, N.Y.|Carol Publishing Group|1990-",0,1962,v. 1,"Science fiction, American",Fiction,The collected stories of Philip K. Dick
uc1.b3435509_0,uc1.b3435509,45414,sf_oclc,"Christopher, John,",1922-,London|Eyre & Spottiswoode|1962.,1962,1962,,,Fiction,The world in winter
uc1.b3435509_1,uc1.b3435509,46806,sf_oclc,"Christopher, John,",1922-,London|Eyre & Spottiswoode|1962.,1962,1962,,,Fiction,The world in winter
osu.32435053311874_0,osu.32435053311874,32845,sf_oclc,"Harrison, Harry,",1925-,New York|Bantam Books|c1962.,1962,1962,,,Fiction,Planet of the damned
osu.32435053311874_1,osu.32435053311874,34088,sf_oclc,"Harrison, Harry,",1925-,New York|Bantam Books|c1962.,1962,1962,,,Fiction,Planet of the damned
pst.000044217853_0,pst.000044217853,33950,sf_oclc,"Burgess, Anthony,",1917-1993,"Cutchogue, N.Y.|Buccaneer Books|c1962.",1962,1962,,,Science fiction|NotFiction,A clockwork orange
pst.000044217853_1,pst.000044217853,34519,sf_oclc,"Burgess, Anthony,",1917-1993,"Cutchogue, N.Y.|Buccaneer Books|c1962.",1962,1962,,,Science fiction|NotFiction,A clockwork orange
osu.32435053363701,osu.32435053363701,55631,fantasy_oclc,"Laumer, Keith,",1925-1993.,New York|Ace Books|1962.,1962,1962,,,Fiction,Worlds of the Imperium
mdp.39015005906592_0,mdp.39015005906592,33192,fantasy_oclc,"Bradbury, Ray,",1920-2012.,"New York|Bantam Books|1963, c1962.",1962,1962,,,Fiction,Something wicked this way comes
mdp.39015005906592_1,mdp.39015005906592,37366,fantasy_oclc,"Bradbury, Ray,",1920-2012.,"New York|Bantam Books|1963, c1962.",1962,1962,,,Fiction,Something wicked this way comes
pst.000003806074_0,pst.000003806074,62676,sf_loc|sf_oclc,"Mills, Robert P.,",,"New York|Paperback Library|1970, c1963].",1963,1953,,,NotFiction|Science fiction,The worlds of science fiction.
pst.000003806074_1,pst.000003806074,63714,sf_loc|sf_oclc,"Mills, Robert P.,",,"New York|Paperback Library|1970, c1963].",1963,1953,,,NotFiction|Science fiction,The worlds of science fiction.
mdp.39015020680917_0,mdp.39015020680917,42022,sf_oclc,"Simak, Clifford D.,",1904-1988.,"Garden City, N.Y.|Doubleday|1963.",1963,1963,,,Fiction,Way station
mdp.39015020680917_1,mdp.39015020680917,41899,sf_oclc,"Simak, Clifford D.,",1904-1988.,"Garden City, N.Y.|Doubleday|1963.",1963,1963,,,Fiction,Way station
uc1.b4095618_0,uc1.b4095618,41200,sf_oclc,"Hoyle, Fred, Sir.",,London|Heinemann|1963,1963,1963,,,Fiction,Fifth planet
uc1.b4095618_1,uc1.b4095618,43469,sf_oclc,"Hoyle, Fred, Sir.",,London|Heinemann|1963,1963,1963,,,Fiction,Fifth planet
mdp.39015014137635,mdp.39015014137635,49084,sf_oclc,"Reynolds, Mack.",,New York|Pyramid Books|1963.,1963,1963,,,Fiction,The earth war
osu.32435053306007_0,osu.32435053306007,36582,sf_loc,"Brown, Rosel George.",,New York|Ballantine Books|c1963.,1963,1963,,"Science fiction, American",Fiction,A handful of time
osu.32435053306007_1,osu.32435053306007,36178,sf_loc,"Brown, Rosel George.",,New York|Ballantine Books|c1963.,1963,1963,,"Science fiction, American",Fiction,A handful of time
osu.32435053305041_0,osu.32435053305041,36078,fantasy_oclc,"Bradbury, Ray,",1920-2012.,New York|Berkley|1963.,1963,1963,,Science fiction,Fiction,Beyond
osu.32435053305041_1,osu.32435053305041,36361,fantasy_oclc,"Bradbury, Ray,",1920-2012.,New York|Berkley|1963.,1963,1963,,Science fiction,Fiction,Beyond
mdp.39015025370241,mdp.39015025370241,24996,fantasy_oclc|juv,"Lindsay, Norman,",1879-1969.,Sydney|Angus and Robertson|1963.,1963,1963,,,NotFiction,The magic pudding : | being the adventures of Bunyip Bluegum and his friends Bill Barnacle and Sam Sawnoff
inu.39000000059332_0,inu.39000000059332,45691,fantasy_oclc,"Norton, Andre.",,New York|Ace Books|1963,1963,1963,,"Science fiction, American",UnknownGenre,Witch world.
inu.39000000059332_1,inu.39000000059332,45236,fantasy_oclc,"Norton, Andre.",,New York|Ace Books|1963,1963,1963,,"Science fiction, American",UnknownGenre,Witch world.
uc1.32106002114343_0,uc1.32106002114343,63600,sf_loc,"Heinlein, Robert A. (Robert Anson),",1907-1988,"London|Dennis Dobson|1965, c1964",1964,1964,,Science fiction,NotFiction,Farnham's freehold; | $c: a novel by Robert A. Heinlein.
uc1.32106002114343_1,uc1.32106002114343,64576,sf_loc,"Heinlein, Robert A. (Robert Anson),",1907-1988,"London|Dennis Dobson|1965, c1964",1964,1964,,Science fiction,NotFiction,Farnham's freehold; | $c: a novel by Robert A. Heinlein.
mdp.39015064103032_0,mdp.39015064103032,28814,sf_loc,,,New York|Belmont|1964.,1964,1964,,"Horror tales, American|Science fiction, American",Short stories,Things
mdp.39015064103032_1,mdp.39015064103032,30709,sf_loc,,,New York|Belmont|1964.,1964,1964,,"Horror tales, American|Science fiction, American",Short stories,Things
mdp.39015016466511,mdp.39015016466511,55935,sf_loc,"Aldiss, Brian Wilson,",1925-,New York|New American Library|c1964.,1964,1964,,Science fiction,NotFiction,The dark light-years
uc1.$b401402_0,uc1.$b401402,72179,sf_oclc,"Caidin, Martin,",1927-1997.,New York|Dutton|1964.,1964,1964,,,Fiction,"Marooned, | a novel."
uc1.$b401402_1,uc1.$b401402,63545,sf_oclc,"Caidin, Martin,",1927-1997.,New York|Dutton|1964.,1964,1964,,,Fiction,"Marooned, | a novel."
inu.30000007090594,inu.30000007090594,50355,fantasy_oclc,"George, Peter,",1924-1966.,New York|Bantam Books|1964,1964,1964,,,Fiction,"Dr. Strangelove : | or, How I learned to stop worrying and love the bomb; a novel"
mdp.39015017693923_0,mdp.39015017693923,45980,fantasy_oclc,"Fyson, Jenny Grace.",,London|Oxford University Press|1964.,1964,1964,,,UnknownGenre,The three brothers of Ur. | $c: Illustrated by Victor G. Ambrus.
mdp.39015017693923_1,mdp.39015017693923,44834,fantasy_oclc,"Fyson, Jenny Grace.",,London|Oxford University Press|1964.,1964,1964,,,UnknownGenre,The three brothers of Ur. | $c: Illustrated by Victor G. Ambrus.
pst.000049194265,pst.000049194265,28369,fantasy_loc|juv,"Fleming, Ian,",1908-1964.,"New York|Scholastic Book Services|1969], c1964.",1964,1964,,Fantasy|Automobiles|Juvenile fiction,Fiction,Chitty chitty bang bang
mdp.39076000903778_0,mdp.39076000903778,50502,sf_loc,,,New York|Doubleday|1965-1976.,1965,1965,v.11,Science fiction|Science Fiction Writers of America,Fiction,Nebula award stories
mdp.39076000903778_1,mdp.39076000903778,54990,sf_loc,,,New York|Doubleday|1965-1976.,1965,1965,v.11,Science fiction|Science Fiction Writers of America,Fiction,Nebula award stories
mdp.39076000903760_0,mdp.39076000903760,53172,sf_loc,,,New York|Doubleday|1965-1976.,1965,1965,v.10,Science fiction|Science Fiction Writers of America,Fiction,Nebula award stories
mdp.39076000903760_1,mdp.39076000903760,53657,sf_loc,,,New York|Doubleday|1965-1976.,1965,1965,v.10,Science fiction|Science Fiction Writers of America,Fiction,Nebula award stories
mdp.39015016450234_0,mdp.39015016450234,67496,sf_oclc,"Brunner, John,",1934-1995.,"New York|Ballantine Books|1965|(1st printing, December, 1965)",1965,1965,,,Fiction,The squares of the city
mdp.39015016450234_1,mdp.39015016450234,67087,sf_oclc,"Brunner, John,",1934-1995.,"New York|Ballantine Books|1965|(1st printing, December, 1965)",1965,1965,,,Fiction,The squares of the city
mdp.39076000903745_0,mdp.39076000903745,50481,sf_loc,,,New York|Doubleday|1965-1976.,1965,1965,v.8,Science fiction|Science Fiction Writers of America,Fiction,Nebula award stories
mdp.39076000903745_1,mdp.39076000903745,52354,sf_loc,,,New York|Doubleday|1965-1976.,1965,1965,v.8,Science fiction|Science Fiction Writers of America,Fiction,Nebula award stories
mdp.39015050556565_0,mdp.39015050556565,79679,sf_oclc,"Hersey, John,",1914-1993,New York|A. A. Knopf|1965.,1965,1965,,,Fiction,White lotus | $c: [by] John Hersey.
mdp.39015050556565_1,mdp.39015050556565,80663,sf_oclc,"Hersey, John,",1914-1993,New York|A. A. Knopf|1965.,1965,1965,,,Fiction,White lotus | $c: [by] John Hersey.
mdp.39015050556565_2,mdp.39015050556565,79885,sf_oclc,"Hersey, John,",1914-1993,New York|A. A. Knopf|1965.,1965,1965,,,Fiction,White lotus | $c: [by] John Hersey.
mdp.39015050556565_3,mdp.39015050556565,82180,sf_oclc,"Hersey, John,",1914-1993,New York|A. A. Knopf|1965.,1965,1965,,,Fiction,White lotus | $c: [by] John Hersey.
mdp.39015013296119,mdp.39015013296119,37699,fantasy_oclc|juv,"Jansson, Tove.",,New York|H. Z. Walck|1965 [c1958,1965,1965,,,UnknownGenre,"Finn family Moomintroll, | $c: written and illustrated by Tove Jansson. Translated by Elizabeth Portch."
pst.000013229504_0,pst.000013229504,35691,fantasy_oclc,"Bradley, Marion Zimmer.",,New York|Ace Science Fiction books|c1965.,1965,1965,,,NotFiction,Star of danger
pst.000013229504_1,pst.000013229504,32666,fantasy_oclc,"Bradley, Marion Zimmer.",,New York|Ace Science Fiction books|c1965.,1965,1965,,,NotFiction,Star of danger
mdp.39015019750366,mdp.39015019750366,39402,fantasy_oclc,"Key, Alexander,",1904-1979.,Philadelphia|Westminster Press|c1965,1965,1965,,,UnknownGenre,The forgotten door.
mdp.39015010450529_0,mdp.39015010450529,48594,sf_oclc,"Heinlein, Robert A. (Robert Anson),",1907-1988.,"New York|Putnam ; distributed by Berkley Publishing Corp.|1968, c1966.",1966,1966,,,Fiction,The moon is a harsh mistress
mdp.39015010450529_1,mdp.39015010450529,49552,sf_oclc,"Heinlein, Robert A. (Robert Anson),",1907-1988.,"New York|Putnam ; distributed by Berkley Publishing Corp.|1968, c1966.",1966,1966,,,Fiction,The moon is a harsh mistress
mdp.39015010450529_2,mdp.39015010450529,47704,sf_oclc,"Heinlein, Robert A. (Robert Anson),",1907-1988.,"New York|Putnam ; distributed by Berkley Publishing Corp.|1968, c1966.",1966,1966,,,Fiction,The moon is a harsh mistress
uc1.b4931266_0,uc1.b4931266,61155,sf_loc,"Laumer, Keith,",1925-1993,"Garden City, N.Y.|Doubleday|c1966.",1966,1966,,Science fiction,NotFiction,Earthblood | $c: by Keith Laumer and Rosel George Brown.
uc1.b4931266_1,uc1.b4931266,59325,sf_loc,"Laumer, Keith,",1925-1993,"Garden City, N.Y.|Doubleday|c1966.",1966,1966,,Science fiction,NotFiction,Earthblood | $c: by Keith Laumer and Rosel George Brown.
mdp.39015019966608,mdp.39015019966608,50582,fantasy_oclc,"Farmer, Penelope,",1939-,"Harcourt, Brace & World|c1966.",1966,1966,,,UnknownGenre,Emma in winter
mdp.39015012178250_0,mdp.39015012178250,35713,fantasy_oclc,"Zelazny, Roger.",,"New York, N.Y.|Ace Books|c1966.",1966,1966,,,Fiction,This immortal
mdp.39015012178250_1,mdp.39015012178250,34873,fantasy_oclc,"Zelazny, Roger.",,"New York, N.Y.|Ace Books|c1966.",1966,1966,,,Fiction,This immortal
uc1.b3545524_0,uc1.b3545524,52102,fantasy_oclc,,,Chicago|Playboy Press|1966,1966,1964,,Science fiction,NotFiction,"The Playboy book of science fiction and fantasy, | $c: selected by the editors of Playboy."
uc1.b3545524_1,uc1.b3545524,52004,fantasy_oclc,,,Chicago|Playboy Press|1966,1966,1964,,Science fiction,NotFiction,"The Playboy book of science fiction and fantasy, | $c: selected by the editors of Playboy."
uc1.b3545524_2,uc1.b3545524,48582,fantasy_oclc,,,Chicago|Playboy Press|1966,1966,1964,,Science fiction,NotFiction,"The Playboy book of science fiction and fantasy, | $c: selected by the editors of Playboy."
uc1.b4099051,uc1.b4099051,53611,fantasy_oclc,"North, Joan",,"New York|Farrar, Straus & Giroux|1966,c1965",1966,1966,,,Fiction,The cloud forest.
uc1.$b114021_0,uc1.$b114021,35852,fantasy_oclc,"Walter, Elizabeth (Elizabeth Margaret)",,New York|Stein and Day|1966-c1965,1966,1966,,,NotFiction,"Snowfall, and other chilling events."
uc1.$b114021_1,uc1.$b114021,35795,fantasy_oclc,"Walter, Elizabeth (Elizabeth Margaret)",,New York|Stein and Day|1966-c1965,1966,1966,,,NotFiction,"Snowfall, and other chilling events."
mdp.39076006980549,mdp.39076006980549,32315,fantasy_oclc,"Lawson, John (John Shults)",,New York|Crowell|1966,1966,1966,,,UnknownGenre,"You better come home with me, | $c: by John Lawson. Illustrated by Arnold Spilka."
uc1.b5170808_0,uc1.b5170808,34703,fantasy_oclc,"Boileau, Pierre,",1906-,London|Barlcer|1966,1966,1966,,,NotFiction,Choice cuts | $c: [by] Thomas Boileau [sic] and Pierre Narcejac [sic]; translated from the French by Brian Rawson.
uc1.b5170808_1,uc1.b5170808,34149,fantasy_oclc,"Boileau, Pierre,",1906-,London|Barlcer|1966,1966,1966,,,NotFiction,Choice cuts | $c: [by] Thomas Boileau [sic] and Pierre Narcejac [sic]; translated from the French by Brian Rawson.
uc1.$b785374_0,uc1.$b785374,38812,sf_oclc,"Joseph, M. K.",,London|Gollancz|1967.,1967,1967,,,NotFiction,The hole in the zero:
uc1.$b785374_1,uc1.$b785374,37324,sf_oclc,"Joseph, M. K.",,London|Gollancz|1967.,1967,1967,,,NotFiction,The hole in the zero:
mdp.39015005899052,mdp.39015005899052,54307,sf_oclc,"Blish, James.",,New York|Bantam Books|1967,1967,1967,,,UnknownGenre,Star trek. | Based on the exciting new NBC-TV series created by Gene Roddenberry.
mdp.39015008724802_0,mdp.39015008724802,63321,sf_loc,"Merril, Judith,",1923-1997.,New York|Delacorte Press|1967,1967,1967,,Science fiction,Fiction,SF; the best of the best.
mdp.39015008724802_1,mdp.39015008724802,63233,sf_loc,"Merril, Judith,",1923-1997.,New York|Delacorte Press|1967,1967,1967,,Science fiction,Fiction,SF; the best of the best.
mdp.39015008724802_2,mdp.39015008724802,62556,sf_loc,"Merril, Judith,",1923-1997.,New York|Delacorte Press|1967,1967,1967,,Science fiction,Fiction,SF; the best of the best.
