"docid","recordid","oclc","locnum","tags","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015031326088",479547,1054175,"PZ3.H998Em4PR6015.Y6","sf_oclc","Hyne, Charles John Cutcliffe Wright,","1866-1944.","New York|Arno Press|1975.",1975,1910,"nyu",,,"Fiction","Empire of the world."
"mdp.39015000575525",761175,7573789,"PR4621.W38 1981","sf_loc","Doyle, Arthur Conan, Sir,","1859-1930.","Carbondale|Southern Illinois University Press|c1981.",1981,1910,"ilu",,"Science fiction, English","Fiction","The best science fiction of Arthur Conan Doyle"
"uc2.ark+=13960=t3kw58021",115493,1990867,"PZ3.B45Wo","sf_oclc","Beresford, J. D.",,"New York;George H. Doran company;c1917",1917,1911,"nyu",,,,"The Wonder"
"nyp.33433075746895",8667440,2160312,"PS3537.E69C64 1911","sf_loc","Serviss, Garrett Putman,",,"New York;London;D. Appleton and Company;1911.",1911,1911,"nyu",,"Science fiction",,"A Columbus of space"
"mdp.39015001799165",1031989,10189295,"PZ8.B276Pet20","fantasy_oclc|juv","(James Matthew), Barrie, J. M.","1860-1937.","New York|Scribner|1950.",1950,1911,"nyu",,,"Fiction","Peter Pan; | $c: illustrated by Nora S. Unwin."
"aeu.ark:/13960/t1mg96176",100299986,861775938,,"fantasy_oclc|juv","O'Connor, Daniel,","b. 1880.","Toronto|Musson|192-?",1929,1911,"onc",,,"Novel","The story of Peter Pan | retold from the fairy play by Sir J.M. Barrie"
"uc2.ark+=13960=t2599zm8x",6529171,2470703,"PZ7.C42P","fantasy_oclc|juv","Cherubini, E.",,"Boston;New York [etc.;Ginn and Company;c1911",1911,1911,"mau",,,,"Pinocchio in Africa"
"nyp.33433074850169",245278,3285318,"PZ3.H123Mah","fantasy_oclc","Haggard, H. Rider",,"New York;H. Holt and company;1911.",1911,1911,"nyu",,,,"The mahatma and the hare;"
"mdp.39015043257750",3509147,21276682,,"fantasy_oclc","Stoker, Bram,","1847-1912.","London|Arrow Books|1960.",1960,1911,"enk",,,"Fiction","The lair of the white worm"
"mdp.39015063940210",285417,1836446,,"fantasy_oclc","De Morgan, William,",,"London;Heinemann;1911.",1911,1911,"enk",,,,"A likely story"
"mdp.39015001553547",630442,1161842,"PZ3.L846Sc","sf_oclc","London, Jack,",,"New York;The Macmillan Company;1915.",1915,1912,"nyu",,,,"The scarlet plague"
"njp.32101064789157",6869714,4389802,,"sf_oclc","Doyle, Arthur Conan,",,"New York;A.L. Burt Co., Publishers, published by arrangement with George H. Doran Company;c1912.",1912,1912,"nyu",,"Challenger, Professor (Fictitious character);Discovery and exploration;South America;Prehistoric peoples;Dinosaurs;Fiction",,"The lost world"
"uc2.ark+=13960=t9h41k936",7649485,2160233,"PZ3.S4925Se","sf_oclc","Serviss, Garrett Putman,",,"New York;McBride, Nast;1912.",1912,1912,"nyu",,,,"The second deluge"
"nyp.33433076068869",8689821,17792451,,"fantasy_oclc|juv","Gates, Eleanor,",,"New York;Grosset & Dunlap;c1912.",1912,1912,"nyu",,"American fiction",,"The poor little rich girl"
"mdp.39015031308953",1194583,1427667,"PZ3.S8337Cr","fantasy_oclc","Stephens, James,",,"London;Macmillan and co., limited;1912.",1912,1912,"enk",,,,"The crock of gold"
"uva.x001689900",9794217,2546265,,"sf_oclc","Doyle, Arthur Conan,",,"London;New York;Hodder and Stoughton;1913?].",1913,1913,"enk",,,,"The poison belt"
"uc1.b4373265",6228594,12570090,,"sf_oclc","Burroughs, Edgar Rice,",,"New York;Ballantine Books;c1913.",1913,1913,"nyu",,,,"The return of Tarzan"
"mdp.39015030395175",778810,1054170,,"sf_oclc","Chambers, Robert W. (Robert William),","1865-1933.","New York|Arno Press|1975.",1975,1913,"nyu",,,"Fiction","The gay rebellion."
"mdp.39015074391536",5843664,12902479,"PZ8.C238D4 1913","fantasy_loc|juv","Carryl, Charles E.",,"Boston;New York;Houghton Mifflin;1913.",1913,1913,"mau",,"Fantasy",,"Davy and the goblin"
"uva.x000835612",9795603,1385384,,"fantasy_loc|juv","Baum, L. Frank",,"Chicago;Reilly & Lee Co.;c1913",1913,1913,"xx ",,"Fantasy",,"The patchwork girl of Oz"
"uva.x030751450",9775562,38291370,"PZ3.B5683Pr","fantasy_oclc","Blackwood, Algernon,",,"London;Macmillan and co.,ltd.;1920",1913,1913,"enk",,,,"A prisoner in fairyland (the book that 'Uncle Paul' wrote)"
"mdp.39015005099158",1217111,7013954,,"sf_oclc","Verne, Jules, and Michel Verne","1828-1905.","Westport, Conn.|Associated Booksellers|1960",1960,1914,"ctu","v.2",,"Fiction","The Barsac mission. | $c: Translated from the French by I. O. Evans."
"mdp.39015005099240",1217111,7013954,,"sf_oclc","Verne, Jules, and Michel Verne","1828-1905.","Westport, Conn.|Associated Booksellers|1960",1960,1914,"ctu","v.1",,"Fiction","The Barsac mission. | $c: Translated from the French by I. O. Evans."
"uc1.b3187085",6119432,1802866,,"sf_oclc|fantasy_oclc","Burroughs, Edgar Rice,",,"New York;Ace Books;1914.",1914,1914,"nyu",,,,"At the earth's core"
"mdp.39015008724810",1903252,16242940,,"sf_loc","Locke, George Herbert,","1870-1937.","London|Cornmarket Reprints|1972.",1972,1914,"enk",,"Science fiction","UnknownGenre","Worlds apart; | an anthology in facsimile."
"mdp.39015047580728",4058204,33391471,,"fantasy_loc","Meyrink, Gustav,","1868-1932.","Sawtry, Cambs|Dedalus|Riverside, CA|Ariadne|1995.",1995,1914,"enk",,"Fiction|Legends|Fantasy fiction, German|Translations into English|Paranormal fiction|Golem","Fiction|Bibliographies","The Golem"
"uc2.ark+=13960=t0ft8f11f",7664820,13403857,,"sf_oclc","Le Queux, William,",,"London;Hodder;1915.",1915,1915,"enk",,,,"The mystery of the green ray"
"mdp.39076002619562",9929745,30993423,,"fantasy_loc|juv","Brown, Abbie Farwell,",,"Boston;New York;Houghton Mifflin Co.;1915.",1915,1915,"mau",,"Juvenile literature;Fantasy;Fairy tales",,"Kisington town"
"nyp.33433076080302",8659216,13688966,"PZ3.H8345M2","fantasy_loc","Howard, Maude Lesseur.",,"Elkhart, Indiana;Occult Pub. Co.;1915.",1915,1915,"inu",,"Fantasy fiction, American",,"Myriam and the mystic brotherhood"
"uc2.ark+=13960=t8cf9mv4w",6607475,1387935,"PZ3.B5683Ex","fantasy_loc","Blackwood, Algernon,",,"New York;The Macmillan company;1915.",1915,1915,"xx ",,"Fantasy fiction, English",,"The extra day"
"pst.000043321285",12279118,45196929,"PS3523.O46C87 1999","fantasy_loc","London, Jack,","1876-1916.","Lincoln|University of Nebraska Press|1998].",1998,1915,"xxu",,"Fantasy fiction, American","Bibliographies|NotFiction","Fantastic tales"
"uva.x001086289",9776685,5578789,"PZ7.G655L","fantasy_oclc|juv","Gordon, Elizabeth,",,"Chicago;New York;Rand, McNally & company;c1915",1915,1915,"ilu",,,,"Loraine and the little people"
"uc2.ark+=13960=t84j0cc9k",6497682,2174615,"PS3509.N435G6 1916","sf_oclc","England, George Allan,",,"New York;The H.K. Fly Company;c1916.",1916,1916,"nyu",,,,"The golden blight"
"mdp.39015002580598",40753,1659730,"PZ3.L846Cu3PS3523.O46","fantasy_loc","London, Jack,","1876-1916.","Port Washington, N.Y.|Kennikat Press|1975.",1975,1916,"nyu",,"Fantasy fiction, American","Fiction|Bibliographies","Curious fragments : | Jack London's tales of fantasy fiction"
"nyp.33433074847538",8659720,2484996,"PZ3.B933S","fantasy_oclc","Burnet, Dana,",,"New York and London;Harper;c1916.",1916,1916,"nyu",,,,"The shining adventure"
"coo.31924022307601",11406323,5921741,,"sf_oclc","Burroughs, Edgar Rice,",,"London;Methuen & Co.;1917.",1917,1917,"enk",,,,"Tarzan of the Apes"
"uc2.ark+=13960=t2794143s",7652854,28946565,,"sf_oclc","Burroughs, Edgar Rice,",,"New York;Grosset & Dunlap;1917",1917,1917,"nyu",,,,"A princess of Mars"
"mdp.39015025358592",538570,1842238,"PZ3.L796Re","sf_oclc","Locke, William John,",,"New York;John Lane company;London;John Lane; [etc., etc.;1917.",1917,1917,"nyu",,,,"The red planet"
"mdp.39015053577113",1398664,1054182,"PZ3.M694Dr4PS2409.M2","sf_oclc","Mitchell, John Ames,","1845-1918.","New York|Arno Press|1975 [c1917",1974,1917,"nyu",,,"Fiction","Drowsy."
"uc2.ark+=13960=t29883c9f",9262537,11578826,,"fantasy_oclc","London, Jack,",,"London;Mills & Boon;1918",1918,1918,"enk",,,,"Hearts of three"
"uc1.31158002048287",7667111,2040520,,"sf_oclc|fantasy_oclc","Merritt, Abraham,",,"New York;Liveright Pub. Corp.;c1919.",1919,1919,"nyu",,,,"The moon pool"
"uc2.ark+=13960=t5n87bp31",7923089,6445025,,"sf_oclc","Roberts, Charles G. D.,",,"London;Hutchinson;c1919",1919,1919,"enk",,,,"In the morning of time"
"uc1.b4938298",9494415,10780994,,"fantasy_loc","Haggard, H. Rider (Henry Rider),","1856-1925.","London|Michael Joseph|1981.",1981,1919,"enk",,"(Henry Rider)|1856-1925|Adventure stories, English|Haggard, H. Rider|Fantasy fiction, English","NotFiction|Bibliographies","The best short stories of Rider Haggard"
"njp.32101066164813",8926195,13436429,,"fantasy_oclc","Blackwood, Algernon,",,"London;Macmillan;1919.",1919,1919,"enk",,,,"Pan's garden;"
"dul1.ark+=13960=t6j10qz2z",10945380,9156788,"PZ3.H2807CiPS3515.A8296","sf_oclc","Hastings, Milo,",,"New York;Dodd, Mead and Company;1920.",1920,1920,"nyu",,"Berlin (Germany);Utopias;Fiction",,"City of endless night"
"uc2.ark+=13960=t10p0wz08",7654229,849722,,"sf_oclc|fantasy_oclc","Burroughs, Edgar Rice,",,"New York;Grosset & Dunlap;1920",1920,1920,"nyu",,,,"Tarzan the untamed"
"uc1.b4091432",6151344,2236941,"PS3523.A4235M3 1920","sf_oclc","Lamb, Harold,",,"New York;London;D. Appleton and Company;1920.",1920,1920,"nyu",,,,"Marching sands"
"uc2.ark+=13960=t3416tb8r",7675893,7266410,"PZ3.W633Ju","sf_oclc","Wickham, Harvey.",,"Garden City, New York [etc.;Doubleday, Page, & company;1920.",1920,1920,"nyu",,,,"Jungle terror"
"uc1.b4422553",6237948,754397,"PZ3.M5546Me7PS3525.E676","sf_oclc","Merritt, Abraham,","1882-1943.","Westport, Conn.|Hyperion Press|1974, c1941",1974,1920,"ctu",,,"Fiction","The metal monster. | $c: With a new introd. by Sam Moskowitz"
"pst.000013933951",7490818,12228070,,"sf_oclc","Lindsay, David,","1876-1945.","New York|Ballantine Books|1973, c1963].",1963,1920,"xx ",,,"NotFiction","A voyage to Arcturus"
"nyp.33433074939996",8663670,5631442,"PZ3.B543Do2","fantasy_oclc","Biss, Gerald.",,"New York;Putnam;1920.",1920,1920,"nyu",,"Werewolves;Fiction",,"The door of the unreal"
"nyp.33433074806260",8663941,37148424,,"fantasy_oclc","Pyle, Howard,",,"New York;C. Scribner's Sons;1920.",1920,1920,"nyu",,,,"The garden behind the moon"
"uc1.b3868727",6738571,1571732,"PR6005.O38B7 1920","fantasy_oclc|fantasy_oclc","Colum, Padraic,",,"New York;The Macmillan Company;1920.",1920,1920,"nyu",,,,"The boy apprenticed to an enchanter"
"uc1.b4099023",1021531,301968,"PZ7.L827St","fantasy_oclc|juv","Lofting, Hugh,",,"New York;Frederick A. Stokes company;1920.",1920,1920,"nyu",,,,"The story of Doctor Dolittle, being the history of his peculiar life at home and astonishing adventures in foreign parts"
"uc1.b3324361",6130910,4100794,"PR4809.H18A72","fantasy_oclc","Housman, Laurence,","1865-1959.","New York|Harcourt, Brace|192-?",1920,1920,"nyu",,,"Fiction","All-fellows and The cloak of friendship"
"nyp.33433074850367",8665949,2002399,,"sf_oclc","Haggard, H. Rider",,"New York;Longmans, Green;1921.",1921,1921,"nyu",,,,"She and Allan"
"nyp.33433074942420",8665115,5866728,"PZ3.C273El","sf_oclc","Casserly, Gordon.",,"New York;G. P. Putnam's sons;1921.",1921,1921,"nyu",,,,"The elephant god"
"mdp.39076002449382",9928764,22300250,,"fantasy_loc|juv","Bowen, William,",,"New York;The Macmillan Co.;1922, c1921.",1921,1921,"nyu",,"Boys;Fantasy fiction;Juvenile fiction;Pirates",,"The old tobacco shop"
"mdp.39015001600769",1906960,5063625,,"sf_oclc","��apek, Karel,","1890-1938.","London|G. Allen & Unwin ltd|1944",1944,1922,"enk",,,"UnknownGenre","The absolute at large | $c: [by] Karel ��apek."
"uc2.ark+=13960=t7sn01t31",7667753,4375160,"PZ3.O62Grp","sf_oclc","Oppenheim, E. Phillips",,"Boston;Little, Brown and Company;1922.",1922,1922,"mau",,,,"The great Prince Shan"
"pst.000016155800",7044632,22887599,"PZ7.B4713Ve 1991","fantasy_oclc|juv","Bianco, Margery Williams,","1881-1944","New York|Doubleday|1991?].",1991,1922,"xx ",,"Fiction|Toys","NotFiction","The velveteen rabbit, or, How toys become real"
"mdp.39015018287048",419166,3736596,"PZ8.S25Roo","fantasy_oclc","Sandburg, Carl,",,"New York;Harcourt, Brace;c1922;(Rahway, N.J.;Quinn & Boden Company)",1922,1922,"nyu",,"Children's stories, American",,"Rootabaga stories"
"mdp.39076002338643",9927197,5349302,,"fantasy_loc","Taylor, Bert Leston,",,"New York;Knopf;1922.",1922,1922,"nyu",,"Animals;Fantasy;Girls;Juvenile fiction",,"The well in the wood"
"uva.x030802527",9776674,18353059,"PZ7.C817Pu","fantasy_oclc","Cory, David Magie,",,"New York;Harper & brothers;c1922",1922,1922,"nyu",,"Animals;Folklore",,"Puss junior and Robinson Crusoe"
"osu.32435016457657",10939085,963171,"PZ3.R288Ne","sf_oclc","Renard, Maurice,","1875-1939.","New York|The Macaulay Company|c1923",1923,1923,"nyu",,,"Fiction","New bodies for old, | $c: by Maurice Renard."
"uc1.32106005794125",1020191,317807,,"sf_loc","(Herbert George), Wells, H. G.","1866-1946.","New York|Dover Publications|1952",1952,1923,"nyu",,"Science fiction, English","NotFiction","28 science fiction stories."
"mdp.39015062086791",656396,11971949,"PG3476.T6A813 1985","sf_oclc","Tolstoy, Aleksey Nikolayevich, graf,","1883-1945.","Ann Arbor|Ardis|c1985.",1985,1923,"miu",,,"Fiction","Aelita, or, The decline of Mars"
"uc1.$b236196",6493963,10649583,"PR6007.E3R5 1923a","fantasy_loc","De la Mare, Walter,","1873-1956.","London|Selwyn & Blount|1923.",1923,1923,"enk",,"Fantasy fiction, English","Fiction","The riddle, and other stories"
"uc1.$b245271",6499346,6660244,,"fantasy_loc","Leslie, Shane,","1885-1971.","London|John Long|1924.",1924,1924,"enk",,"Fantasy fiction, English","Fiction","Masquerades : | studies in the morbid"
"uc1.$b259681",6508337,3309009,,"fantasy_loc","Collins, Vere H. (Vere Henry),","b. 1872.","London|Oxford University Press|1924.",1924,1924,"enk",,"Fantasy fiction, American|Fantasy fiction, English","NotFiction","Ghosts and marvels : | a selection of uncanny tales from Daniel Defoe to Algernon Blackwood"
"mdp.39015060006486",4337534,53798171,"PG3476.B85R5813 2003","sf_oclc","Bulgakov, Mikhail,","1891-1940.","London|Hesperus|2003.",2003,1925,"enk",,,"Novel","The fatal eggs : | a story"
"mdp.39015031297305",670942,290041,"PZ3.M8265Th","fantasy_oclc","Morley, Christopher,","1890-1957.","Garden City, New York|Doubleday, Page & Company|1925.",1925,1925,"nyu",,,"Fiction","Thunder on the left"
"uc1.$b318364",6545070,1937414,"PZ3.F2484Us","sf_oclc","Farre��re, Claude,","1876-1957.","New York|E. P. Dutton & Company|c1926",1926,1926,"nyu",,,"Fiction","Useless hands, | $c: by Claude Farre��re ... Authorized translation from the French by Elisabeth Abbott."
"uc1.$b243955",1028990,1179607,"PS3527.A74F5 1926","fantasy_oclc","Nathan, Robert,","1894-","New York|Robert M. McBride|1926.",1926,1926,"nyu",,,"NotFiction","The fiddler in Barly."
"mdp.39015070528438",159965,1878035,"PZ7.K889Fu","fantasy_oclc","Kreymborg, Alfred,","1883-1966.","New York|The Maccaulay company|c1927",1927,1927,"nyu",,,"Fiction","Funnybone Alley, | $c: by Alfred Kreymborg, illustrated by Boris Artzybasheff."
"uc1.32106002093380",7127498,8991630,,"sf_loc","Burroughs, Edgar Rice,","1875-1950.","New York|Dover Publications|1962.",1962,1928,"nyu",,"Fiction|Science fiction, American","Fiction","Three Martian novels: Thuvia, maid of Mars. The chessmen of Mars. The master mind of Mars."
"uc1.$b312871",6541764,9230525,"PZ3.W937Is","fantasy_oclc","Wright, S. Fowler (Sydney Fowler),","1874-1965.","London|V. Gollancz, ltd.|1928.",1928,1928,"enk",,,"Fiction","The island of Captain Sparrow, | $c: by S. Fowler Wright."
"uc1.32106017680692",7135231,36467034,,"fantasy_oclc","Woolf, Virginia,","1882-1941","London|Hogarth Press|1958",1958,1928,"enk",,,"NotFiction","Orlando : a biography"
"mdp.39015063975976",325317,1597195,"PZ3.W937Is 2","fantasy_oclc","Wright, S. Fowler (Sydney Fowler),","1874-1965.","New York|Cosmopolitan book corporation|1928.",1928,1928,"nyu",,,"Fiction","The island of Captain Sparrow,"
"uc1.$b312872",6541765,2196790,"PZ3.W937Wo 3","sf_oclc|fantasy_oclc","Wright, S. Fowler (Sydney Fowler),","1874-1965.","Chicago|Shasta Publishers|1949",1949,1929,"ilu",,,"Fiction","The world below. | $c: With an introd. by Everett F. Bleiler."
"uc1.$b243977",672985,16793773,,"fantasy_loc","Nathan, Robert,","1894-1985.","Indianapolis|Bobbs-Merrill|1929.",1929,1929,"inu",,"Fantasy fiction, American","Fiction","There is another heaven"
"inu.30000011853938",7591303,22637,"PZ3.F88W5PS1712","fantasy_loc","Freeman, Mary Eleanor Wilkins,","1852-1930.","New York|Garrett Press|1969",1969,1929,"nyu",,"New England|Supernatural|Social life and customs | Fiction|Fiction|Fantasy fiction, American","Fiction","The wind in the rose-bush and other stories of the supernatural. | $c: Illustrated by Peter Newell."
"mdp.39076002575145",9928875,2563051,,"sf_loc|juv","Rohmer, Sax,","1883-1959.","Garden City, N.Y.|Published for The Crime club by Doubleday, Doran & Co|c1930.",1930,1930,"nyu",,"Juvenile fiction|Science fiction|Paranormal fiction|Detective and mystery stories","Fiction","The day the world ended"
"uc1.32106002021704",7122701,226662645,,"fantasy_oclc","Williams, Charles,","1886-1945.","London|Faber and Faber|1962.",1962,1930,"   ",,,"NotFiction","War in heaven."
"pst.000029583676",7063300,11097236,,"sf_oclc","Burroughs, Edgar Rice,","1875-1950.","New York|Ace Books|1931].",1931,1931,"xx ",,,"NotFiction","The land of hidden men."
"osu.32435055404685",100824669,6574803,,"sf_oclc","Mundy, Talbot,","1879-1940.","New York|Royal Books|c1931.",1931,1931,"nyu",,,"Fiction","Jimgrim Sahib"
"mdp.39015066681407",1419701,786943,,"fantasy_oclc","Williams, Charles,","1886-1945.","New York|Pellegrini & Cudahy|1951",1951,1931,"nyu",,,"UnknownGenre","The place of the lion."
"mdp.39015047532851",4067829,41580642,"PS3537.M835N5 2000","fantasy_oclc","Smith, Thorne,","1892-1934.","New York|Modern Library|2000.",2000,1931,"nyu",,,"Fiction","The night life of the gods"
"pst.000027847633",7055902,1595987,"PR6015.U9B65 1932","sf_oclc","Huxley, Aldous,","1894-1963.","Garden City, N. Y.|Doubleday, Doran & company, inc.|1932.",1932,1932,"xx ",,,"NotFiction","Brave new world : | a novel by Aldous Huxley."
"uc1.$b802703",5137707,2540424,"PZ7.C572Lan","sf_oclc","Claudy, C. H. (Carl Harry),","1879-1957.","New York|Grosset & Dunlap|c1933].",1933,1933,"nyu",,,"Fiction","The land of no shadow, | $c: by Carl H. Claudy. Illustrated by A.C. Valentine."
"uc1.$b119732",6611500,3855230,"PZ3.C6903FuPR6005.O36","sf_oclc","Collier, John,","1901-1980.","New York|D. Appleton & co.|1933.",1933,1933,"nyu",,,"Fiction","Full circle, | a tale. | $c: by John Collier."
"mdp.39015008036983",1418196,1023877,,"fantasy_oclc","Hilton, James,","1900-1954.","New York|Morrow|c1936",1936,1933,"nyu",,,"UnknownGenre","Lost horizon."
"uc1.b3865736",7881341,786920,"PZ3.W67144Sh5","fantasy_oclc","Williams, Charles,","1886-1945.","New York|Pellegrini & Cudahy|1950.",1950,1933,"nyu",,,"NotFiction","Shadows of ecstasy."
"uc1.b3401126",6288100,1710048,,"sf_oclc","Bell, Eric Temple,","1883-1960.","Baltimore|Williams & Wilkins co.|1934.",1934,1934,"xx ",,,"NotFiction","Before the dawn | $c: by Eric Temple Bell (John Taine, pseud.)"
"mdp.39015019402885",2442996,20131732,,"sf_oclc","Mitchell, James Leslie,","1901-1935.","Edinburgh|Polygon|1989.",1989,1934,"stk",,,"Fiction","Gay hunter"
"mdp.49015001024521",4485114,1077427,"PZ3.W431Mar6PS3545.E4636","sf_loc","Weinbaum, Stanley Grauman,","1902-1935.","Westport, Conn.|Hyperion Press|1974",1974,1934,"ctu",,"Science fiction, American","Fiction","A Martian Odyssey and other science fiction tales; | $c: the collected short stories of Stanley G. Weinbaum. Introd. by Sam Moskowitz."
"inu.30000124502158",9397099,257555537,"PS3515.O842A6 2008","fantasy_loc","Howard, Robert E. (Robert Ervin),","1906-1936.","Nevada City, Calif.|Black Bart Books|2008.",2008,1934,"cau",,"Fantasy fiction, American","Fiction","""--and their memory was a bitter tree-- "" : | Queen of the Black Coast and others"
"uc1.b3435625",6294413,6786945,"PZ3.O5853Lan 1935PR6029.N43","sf_oclc","O'Neill, Joseph.",,"London|V. Gollancz, ltd.|1935.",1935,1935,"enk",,,"NotFiction","Land under England, | $c: by Joseph O'Neill ... with a foreword by A. E."
"mdp.39015060661678",4966427,56368590,"PS3515.O842A6 2005","fantasy_loc","Howard, Robert E. (Robert Ervin),","1906-1936.","Lincoln|University of Nebraska Press|c2005.",2005,1935,"nbu",,"Horror tales, American|Fantasy fiction, American","Fiction","The black stranger and other American tales"
"mdp.39015005265767",632909,2517823,"PZ8.M4476Bo2","fantasy_oclc","Masefield, John,","1878-1967.","New York|Macmillan Co.|1935.",1935,1935,"nyu",,,"Fiction","The box of delights, or, When the wolves were running"
"mdp.39015001407249",1353787,10954560,,"sf_oclc","��apek, Karel,","1890-1938.","New York|Bantam Books|1964",1964,1936,"nyu",,,"UnknownGenre","War with the newts. | $c: Translated by M. & R. Weatherall. With an introd. by Lewis Gannett."
"uc1.b4083252",6148171,5148730,"PZ3.W465Cam","sf_oclc","Wells, H. G. (Herbert George),","1866-1946.","London|Methuen & co., ltd.|1937",1937,1937,"enk",,,"Fiction","The Camford visitation, | $c: by H. G. Wells."
"uc1.$b604952",538417,1750399,,"sf_oclc|fantasy_oclc","Lewis, C. S. (Clive Staples),","1898-1963.","New York|Macmillan|1943.",1943,1938,"nyu",,,"NotFiction","Out of the silent planet."
"uc1.$b105438",6603550,2405657,"PZ3.S55394Ho2","sf_oclc","Sherriff, R. C. (Robert Cedric),","1896-1975.","New York|The Macmillan company|1939.",1939,1939,"nyu",,,"Fiction","The Hopkins manuscript, | $c: by R. C. Sherriff."
"uc1.$b57115",5634994,1309928,"PZ3.N87NoPR6027.O8","sf_oclc","Noyes, Alfred,","1880-1958.","New York|Frederick A. Stokes Co.|1940.",1940,1940,"nyu",,"Dystopias","Fiction","No other man"
"uc1.b3711206",1029005,289825,"PZ3.N195Po","fantasy_oclc","Nathan, Robert,","1894-1985.","New York|A. A. Knopf|1940.",1940,1940,"nyu",,,"Fiction","Portrait of Jennie, | $c: by Robert Nathan."
"mdp.39015007043006",12304,812505,,"sf_oclc","Heinlein, Robert A. (Robert Anson),","1907-1988.","New York|New American Library|c1948",1948,1942,"nyu",,,"NotFiction","Beyond this horizon."
"osu.32435063296008",100825406,17666534,,"sf_oclc","Boucher, Anthony,","1911-1968.","New York|Dell|1951?], c1942.",1942,1942,"nyu",,,"Science fiction|Fiction|Detective and mystery stories","Rocket to the morgue "
"uc1.$b302067",6534708,30119354,,"sf_oclc","Morton, H. V. (Henry Vollam),","1892-1979.","London|Methuen & Co.|c1942",1942,1942,"enk",,,"Fiction","I, James Blunt, | $c: by H.V. Morton."
"umn.319510008904524",7417842,3253676,"PZ7.J69Tw","fantasy_loc","Jones, Elizabeth Orton,","1910-","New York|Macmillan|1942.",1942,1942,"nyu",,"Fairy tales|Fantasy","NotFiction","Twig, | $c: by Elizabeth Orton Jones."
"mdp.39015031010799",1907152,1188010,,"fantasy_oclc","Stong, Phil,","1899-1957.","Garden City, N.Y.|Garden City publishing co., inc.|1942",1942,1942,"nyu",,"Short stories, American","UnknownGenre","The other worlds; | 25 modern stories, of mystery and imagination, | $c: ed. with an introduction by Phil Ston."
"mdp.39015000593189",1801162,35198037,,"fantasy_oclc|juv","Saint-Exup̩ry, Antoine de,","1900-1944.","New York|Harcourt, Brace|1943",1943,1943,"nyu",,,"UnknownGenre","The little prince, | $c: written and drawn by Antoine de Saint-Exup̩ry, translated from the French by Katherine Woods."
"mdp.39015029502112",1025396,875989,"PZ3.H981TiPR6015.U9T47","sf_oclc","Huxley, Aldous,","1894-1963.","New York|London|Harper & Brothers|1944.",1944,1944,"nyu",,,"Typefaces (Type evidence)|Baskerville|Publishers' advertisements|NotFiction","Time must have a stop"
"coo.31924014518710",9090012,966268,"PZ7.E7254Se","sf_oclc","Erdman, Loula Grace.",,"New York|Toronto|Longmans, Green and co.|c1944",1944,1944,"nyu",,,"NotFiction","Separate star, | $c: by Loula Grace Erdman; decorations by Janice Holland."
"uc1.$b102273",6601713,1277631,"PZ3.G28Li","sf_oclc","Gellhorn, Martha,","1908-1998.","New York|C. Scribner's Sons|1944.",1944,1944,"nyu",,,"NotFiction","Liana"
"mdp.39015004760586",1397596,1532970,"PZ1.W683Pr","sf_loc","Wollheim, Donald A.",,"New York|The Viking press|1945.",1945,1945,"nyu",,"Science fiction","NotFiction","The portable novels of science,"
"mdp.39015035730640",672816,366597,"PZ3.O793An2","fantasy_oclc","Orwell, George,","1903-1950.","New York|Harcourt, Brace|1946",1946,1945,"nyu",,,"Fiction","Animal farm, | $c: [by] George Orwell."
"uc1.$b102397",6601803,1550512,"PZ3.J71654Pe","fantasy_oclc","Jones, Guy Pearce.",,"New York|Random House|c1946.",1946,1945,"nyu",,,"Fiction","Peabody's mermaid"
"uc1.32106002021571",7129346,254495534,,"fantasy_oclc","Williams, Charles,","1886-1945.","New York|Pellegrini & Cudahy|1948",1948,1945,"   ",,,"NotFiction","All Hallows' Eve; | introd. by T.S. Eliot."
"uc1.b4562654",1441841,1664803,"PZ1.H345Ad","sf_loc","Healy, Raymond J.",,"New York|Random house|1946",1946,1946,"nyu",,"Science fiction","NotFiction","Adventures in time and space, | an anthology of modern science-fiction stories, | $c: edited by Raymond J. Healy and J. Francis McComas."
"uc1.$b348189",1441724,296850,"PZ1.C76094Be","sf_loc","Conklin, Groff,","1904-1968.","New York|Crown Publishers|1946",1946,1946,"nyu",,"Science fiction|Short stories","Short stories","The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr."
"osu.32435057545741",100824871,10831672,,"sf_oclc","Wellman, Manly Wade,","1903-1986.","New York|Popular Library|c1946.",1946,1946,"nyu",,,"NotFiction","The solar invasion"
"mdp.39015033397988",2967320,693013,"PZ3.W493St","sf_oclc","Werfel, Franz,","1890-1945.","New York|Viking Press|1946.",1946,1946,"nyu",,,"Fiction","Star of the unborn, | $c: [by] Franz Werfel. Translated by Gustave O. Arlt."
"uc1.$b799823",9952159,1635153,"PZ3.H7994","sf_loc","Hough, Donald,","1895-","New York|Duell, Sloan and Pearce|1946",1946,1946,"nyu",,"Science fiction, American","Fiction","The camelephamoose | $c: [by] Donald Hough."
