"docid","recordid","oclc","locnum","tags","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015001117038",280392,7223482,"PS648.S3A55","sf_loc",,,"New York|Dial Press|Davis Publications|c1980-c1981.",1980,1980,"nyu",,"Science fiction, American","NotFiction","Analog's Golden anniversary anthology"
"uc1.b4463156",9519085,5497422,,"sf_oclc|fantasy_oclc","Knight, Damon,","1922-2002","New York|Berkley Pub. : distributed by Putnam|c1980.",1980,1980,"nyu",,,"Fiction","The world and Thorinn"
"mdp.39015002661174",726057,6378191,"PZ4.D553InPS3554.I328;","sf_loc","Dickson, Gordon R.",,"Garden City, N.Y.|Doubleday|1980.",1980,1980,"nyu",,"Science fiction, American","Fiction","In iron years"
"mdp.39015003498436",764340,5941112,"PZ1.M2732PS648.F3","sf_loc",,,"Garden City, N.Y.|Doubleday|1980.",1980,1965,"nyu",,"Science fiction, American|Fantasy fiction, American","Fiction","The Magazine of fantasy and science fiction : | a 30-year retrospective"
"uc1.32106018321460",7116116,6221778,,"fantasy_oclc|juv","Carroll, Jonathan,","1949-","New York|Viking Press|1980.",1980,1980,"nyu",,"Biographers|Fiction|Children's stories|Authorship|Biography as a literary form","Fiction","The land of laughs"
"uc1.32106007982744",7116423,6626526,,"sf_loc","Card, Orson Scott.",,"New York|Dial Press|c1980.",1981,1981,"nyu",,"Science fiction, American","Fiction","Unaccompanied sonata & other stories"
"mdp.39015003900720",182548,7177024,"PG7158.L39A24","sf_loc","Lem, Stanis��aw.",,"New York|Continuum|1981.",1981,1981,"nyu",,"Translations into English|Science fiction, Polish","Fiction","The cosmic carnival of Stanis��aw Lem : | an anthology of entertaining stories by the modern master of science fiction"
"pst.000021689604",7067521,36641108,,"sf_oclc","Hogan, James P.",,"Garden City, N.Y.|Nelson Doubleday|c1981.",1981,1981,"xxu",,,"NotFiction","The Minervan experiment"
"mdp.39015049861092",265366,6942448,"PS3561.A886P67","fantasy_oclc","Kaye, Marvin.",,"Garden City, N.Y.|Doubleday|1981.",1981,1981,"nyu",,,"Fiction","The possession of Immanuel Wolf and other improbable tales"
"mdp.39015056817664",3851406,52639989,,"fantasy_loc","Elgin, Suzette Haden.",,"Garden City, N.Y.|Nelson Doubleday|c1981.",1981,1981,"nyu",,"Fantasy fiction, American","Fiction","The Ozark trilogy"
"pst.000012752874",6820628,8170095,"PS648.F3M3","fantasy_loc",,,"New York, N.Y.|Ace Books|c1981.",1981,1981,"xxu",,"Fiction|Magic|Fantasy fiction, American","NotFiction","The Magic may return"
"mdp.39015006579224",285325,9958761,,"fantasy_oclc","Crowley, John,","1942-","Toronto|New York|Bantam Books|c1983, c1981.",1981,1981,"onc",,,"Fiction","Little, big"
"mdp.39015016854088",922507,8355459,,"fantasy_oclc","Buck, William.",,"Berkeley|University of California Press|1981.",1981,1981,"cau",,,"Fiction","Mahabharata"
"pst.000009082793",7055950,8410390,"PS648.S3S4 1982","sf_loc",,,"New York|Bonanza Books|Distributed by Crown|1982.",1982,1982,"xx ",,"Science fiction, English|Science fiction, American","NotFiction","The deadly sins and cardinal virtues of science fiction"
"pst.000033669274",5817517,8495122,"PS3556.O756N6 1982","sf_oclc","Foster, Alan Dean,","1946-","New York|Ballantine|1982.",1982,1982,"xxu","F682nor 1982",,"NotFiction|Science fiction","Nor crystal tears"
"mdp.39015007068235",190109,8473906,"PS3551.S5F6 1982","sf_oclc","Asimov, Isaac,","1920-1992.","Garden City, N.Y.|Doubleday & Company, Inc.|1982.",1982,1982,"nyu",,,"Fiction|Autographs (Provenance)|Publishers' advertisements","Foundation's edge"
"uc1.32106006529629",7117405,8475428,,"fantasy_oclc","Martin, George R. R.",,"New York|Poseidon Press|c1982.",1982,1982,"nyu",,,"Fiction","Fevre dream"
"mdp.39015014154846",764341,8153072,,"fantasy_oclc","Silverberg, Robert.",,"New York|Arbor House|c1982.",1982,1982,"nyu",,,"Fiction","Majipoor chronicles : | a novel"
"mdp.39015004984947",192763,8825918,"PS3555.L62S7 1982","fantasy_loc","Ellison, Harlan.",,"Huntington Woods, Mich.|Phantasia Press|1982.",1982,1982,"miu",,"Horror tales, American|Fantasy fiction, American","Fiction","Stalking the nightmare"
"mdp.39015009060362",241555,9965060,,"sf_oclc","Silverberg, Robert.",,"New York|Arbor House|c1983.",1983,1983,"nyu",,,"Fiction","Valentine Pontifex"
"uc1.b4355176",6224453,9413294,"PS3566.R587T7 1983","sf_oclc","Prochnau, William W.,","1937-","New York|Putnam|c1983.",1983,1983,"nyu",,,"Fiction","Trinity's child"
"mdp.39015046831189",115594,9555371,"PS3551.S5R6 1983","sf_oclc","Asimov, Isaac,","1920-1992.","Garden City, N.Y.|Doubleday|1983.",1983,1983,"nyu",,,"Fiction","The robots of dawn"
"mdp.39015008864673",204375,18762694,,"sf_oclc","Van Vogt, A. E. (Alfred Elton),","1912-2000.","New York|Pocket Books|1983, c1956.",1983,1983,"nyu",,,"Fiction","Empire of the atom"
"mdp.39015056875126",3852090,9533250,"PS3568.A4964S95 1983","sf_loc","Randall, Marta.",,"New York|Timescape Books|Distributed by Simon and Schuster|c1983.",1983,1983,"nyu",,"Science fiction","Fiction","The sword of winter"
"mdp.39015010391855",659302,11550070,"PS3505.O885M37 1985","fantasy_oclc","Courlander, Harold,","1908-1996.","New York|Crown|1985], c1983.",1983,1983,"nyu",,,"Fiction","The master of the forge : | a west African odyssey"
"mdp.39015013303212",284177,9146663,,"fantasy_oclc","Lee, Tanith.",,"New York, N.Y.|Daw Books|1983.",1983,1983,"nyu",,,"Fiction","Red as blood, or, Tales from the Sisters Grimmer"
"mdp.39015056894309",3855446,14104537,,"fantasy_oclc","Tilley, Patrick.",,"London|Severn House|1984, c1983.",1983,1983,"nyu",,,"Fiction","Cloud warrior"
"uc1.32106006725334",7118121,9576289,,"fantasy_loc","Yolen, Jane.",,"New York|Schocken Books|1983.",1983,1983,"nyu",,"Fantasy fiction, American","Fiction","Tales of wonder"
"uc1.32106006558255",7117519,8346826,,"fantasy_oclc","Carroll, Jonathan,","1949-","New York|Viking Press|c1983.",1983,1983,"nyu",,,"Fiction","Voice of our shadow"
"mdp.39015010748435",431469,9393093,"PS3551.N73O5 1983","fantasy_oclc","Anthony, Piers.",,"New York|Ballantine|c1983.",1983,1983,"nyu",,,"Fiction","On a pale horse"
"uc1.b4384819",9512182,10430208,,"sf_oclc","Leinster, Murray,","1896-","New York, N.Y.|Crown Publishers|1984], c1954.",1984,1984,"   ",,,"NotFiction","The forgotten planet"
"mdp.39015049862702",291926,10045397,"PR9619.3.K454B4 1984","sf_oclc","Kelleher, Victor,","1939-","St. Lucia|University of Queensland Press|Lawrence, Mass.|Distributed in the U.S.A. and Canada by Technical Impex Corp.|c1984.",1984,1984,"at ",,,"Fiction","The beast of heaven"
"uc1.b3459537",6303556,11676814,"PS3554.I328D5 1984","sf_loc","Dickson, Gordon R.",,"Cambridge, MA|NESFA Press|1984.",1984,1984,"mau",,"Science fiction, American","Fiction","Dickson!"
"pst.000026021102",9814180,12121326,"PS3552.E542A65 1984b","sf_oclc","Benford, Gregory,","1941-","New York|Timescape Books|Distributed by Simon and Schuster|c1984.",1984,1984,"xxu",,,"NotFiction","Across the sea of suns"
"uc1.32106007983098",7118730,9853241,,"sf_oclc","Herbert, Frank.",,"New York|Putnam|c1984.",1984,1984,"nyu",,"Dune (Imaginary place)|Fiction","Fiction","Heretics of Dune"
"uc1.b4449565",9518131,10605394,,"sf_oclc","Attanasio, A. A.",,"New York|Morrow|1984.",1984,1984,"nyu",,,"Fiction","In other worlds"
"mdp.39015056459400",3516326,10647801,"PS648.S3K56 1984","sf_loc",,,"Boston, Mass.|Alyson Publications|c1984.",1984,1984,"mau",,"Fiction|Gays' writings, American|Lesbians|Science fiction, American|Gay men","Fiction","Kindred spirits : | an anthology of gay and lesbian science fiction stories"
"pst.000031216067",7067297,31161912,,"sf_loc","Farmer, Philip Jos̩.",,"New York|Crown Publishers|c1984.",1984,1958,"xxu",,"Science fiction, American","NotFiction","The classic Philip Jos̩ Farmer, 1952-1964"
"mdp.39015010918665",456267,10763519,,"fantasy_oclc",,,"New York|Ace Fantasy Books|1984.",1984,1984,"nyu",,,"Fiction","Magicats!"
"mdp.39015014443868",631485,10791101,,"fantasy_oclc","Wrede, Patricia C.,","1953-","New York|ACE Fantasy Books|1984.",1984,1984,"nyu",,,"Fiction","The seven towers"
"mdp.39015008600119",337429,11685942,"PS3554.E437S7 1984","fantasy_oclc","Delany, Samuel R.",,"Toronto|New York|Bantam Books|1984.",1984,1984,"onc",,,"Fiction","Stars in my pocket like grains of sand"
"pst.000058490631",7491947,316934273,"PS3561.I483T3 2001","fantasy_oclc","King, Stephen,","1947-","New York|Random House|c1984.",1984,1984,"nyu",,"Quests (Expeditions)|Mothers and sons|Fiction|Boys|Talismans","Fiction|Fantasy fiction","The talisman : | a novel"
"pst.000061658967",9813929,11824661,,"fantasy_loc","MacAvoy, R. A.",,"Garden City, N.Y.|Nelson Doubleday|c1984.",1984,1984,"nyu",,"Fantasy fiction, American","Fiction","A trio for lute"
"uc1.32106006936592",7103329,11841432,,"sf_oclc","Mila�n, Victor.",,"New York|Arbor House|c1985.",1985,1985,"nyu",,,"Fiction","The cybernetic samurai"
"uc1.32106006848292",6965612,11372551,,"sf_oclc","Smith, Evelyn E.",,"Garden City, N.Y.|Doubleday|1985.",1985,1985,"nyu",,,"Fiction","Copy shop"
"mdp.39015027254435",470679,11866009,"PS3572.O5G3 1985","sf_oclc","Vonnegut, Kurt.",,"New York, N.Y.|Delacorte Press/Seymour Lawrence|c1985.",1985,1985,"nyu",,,"Fiction","Gal��pagos : | a novel"
"mdp.39015056801932",3849201,18916463,,"fantasy_oclc","Hodgell, P. C. (Patricia C.)",,"New York|Atheneum|1986], c1985.",1985,1985,"nyu",,,"Fiction","Dark of the moon"
"mdp.39015019965972",2457854,11133709,"PR6057.R3264L36 1985","fantasy_oclc","Gray, Alasdair.",,"New York|G. Braziller|1985, c1981.",1985,1985,"nyu",,,"Fiction","Lanark : | a life in 4 books"
"mdp.39076000986831",9921000,11763290,,"fantasy_oclc","Bradley, Marion Zimmer.",,"New York|Ballantine Books|1985.",1985,1985,"nyu",,,"Fiction","Night's daughter : | a novel"
"pst.000012368204",12257100,28488479,,"fantasy_oclc","Alexander, Lloyd.",,"New York|Dell Pub. Co.|1985.",1985,1985,"xx ",,,"NotFiction","The black cauldron"
"uc1.32106005561946",7103659,12314483,,"fantasy_oclc","Morris, Janet,","1946-","New York, N.Y.|Baen Enterprises|Distributed by Simon and Schuster|c1985.",1985,1985,"nyu",,,"Fiction","Beyond the veil"
"mdp.49015000671074",4449322,13123102,"PS3553.A812S73 1986","sf_oclc","Cassutt, Michael.",,"Garden City, N.Y.|Doubleday|1986.",1986,1986,"nyu",,,"Fiction","The star country"
"mdp.49015000704743",4452774,12945696,"PR6062.E4163D7 1986","fantasy_loc","Lee, Tanith.",,"Sauk City, WI|Arkham House|c1986.",1986,1986,"wiu",,"Fantasy fiction, English","Short stories","Dreams of dark and light : | the great short fiction"
"mdp.39015066054712",3900649,20398572,,"fantasy_loc","Clayton, Jo.",,"New York?|Guild America Books|c1989.",1986,1986,"nyu",,"Fiction|Fantasy fiction, American|Slavery","Novel|Fantastic fiction","The Soul drinker"
"pst.000022355218",12275387,14108550,,"fantasy_oclc","Gibson, William,","1948-","West Bloomfield, Mich.|Phantasia Press|1986.",1986,1986,"xx ",,,"NotFiction","Neuromancer"
"mdp.39015013272789",922064,13333538,"PS648.F3A47 1986","fantasy_loc",,,"New York|Garland Pub.|1986.",1986,1986,"nyu",,"Fantasy fiction, American|Historical fiction","Fiction|Bibliographies","Alternative histories : | eleven stories of the world as it might have been"
"uc1.b4974688",837875,13498124,,"fantasy_oclc","Beauchemin, Yves,","1941-","New York|Henry Holt|1986.",1986,1986,"   ",,,"NotFiction","The alley cat : | a novel"
"pst.000031216432",12257048,16106792,"PS3556.A972D42 1987","sf_loc","Faust, Joe Clifford.",,"New York, NY|Ballantine Books|c1987.",1987,1987,"xxu",,"Science fiction, American","NotFiction","A death of honor"
"mdp.39015031589800",920390,15304495,,"sf_oclc","Lackey, Mercedes",,"New York|Daw Books, Inc.|c1987.",1987,1987,"nyu",,,"Fiction","Arrows of the queen"
"uc1.32106007713453",2471077,14967355,"PG7158.L39F5313 1987","sf_oclc","Lem, Stanis��aw.",,"San Diego|Harcourt Brace Jovanovich|c1987.",1987,1987,"cau",,,"Fiction","Fiasco"
"pst.000014156960",7039843,15536468,,"sf_oclc",,,"New York, NY|Kensington Pub.|1987.",1987,1987,"xx ",,,"NotFiction|Science fiction","The Fifth Omni book of science fiction"
"pst.000021946516",7497988,24648038,,"sf_loc","Dick, Philip K.",,"New York, N.Y.|Carol Publishing Group|1990, c1987.",1987,1966,"xx ","v.2","Science fiction, American","NotFiction","We can remember it for you wholesale"
"mdp.39015059135650",4760661,56674676,,"fantasy_oclc","Thomas, Elizabeth Marshall,","1931-","Boston|Houghton Mifflin|c1987.",1987,1987,"mau",,"Prehistoric peoples|Fiction","Novel|Historical fiction","Reindeer Moon"
"mdp.39015062109072",3619268,15489920,"PR6051.D3352D5 1987","fantasy_loc|fantasy_oclc","Adams, Douglas,","1952-2001.","New York|Simon and Schuster|c1987.",1987,1987,"nyu",,,"Fiction","Dirk Gently's Holistic Detective Agency"
"pst.000021750151",12257133,21262748,,"fantasy_oclc","Park, Paul,","1954-","New York|Guild America Books|c1989.",1987,1987,"xxu",,,"NotFiction","The sugar festival"
"pst.000026005850",7061530,14130724,,"fantasy_oclc","Kushner, Ellen.",,"London|Allen & Unwin|1987.",1987,1987,"xxk",,,"NotFiction","Swordspoint :  | a melodrama of manners"
"mdp.39015047655975",1816191,51855068,,"sf_oclc","Gear, W. Michael.",,"New York|DAW Books|c1988.",1988,1988,"nyu",,,"Fiction","The warriors of Spider"
"mdp.39015058012215",3619307,19885079,,"sf_oclc","Adams, Douglas,","1952-2001.","New York|Simon and Schuster|c1988.",1988,1988,"nyu",,,"Fiction","The long dark tea-time of the soul"
"mdp.39015022283579",2532769,16470450,"PS3566.O36N37 1988","sf_oclc","Pohl, Frederik.",,"New York|Ballantine Books|1988.",1988,1988,"nyu",,,"Fiction","Narabedla Ltd."
"mdp.39015069115130",5388587,19868292,,"fantasy_loc","Williams, Tad.",,"New York|DAW Books|Distributed by New American Library|1988.",1988,1988,"nyu",,"Fantasy fiction, American","Novel|Fantastic fiction","The dragonbone chair"
"mdp.39015046394428",3150033,17918441,,"fantasy_oclc","Bell, Clare.",,"London|Grafton|1988.",1988,1988,"enk",,,"Fiction","Ratha's creature"
"mdp.49015000582263",4440347,507524737,"PS648.F3M46 1989","sf_loc",,,"Freedom, Calif.|Crossing Press|c1989.",1989,1989,"cau",,"Women authors|Fiction|20th century|Women|Science fiction, American|American fiction|Fantasy fiction, American","Fiction","Memories and visions : | women's fantasy & science fiction"
"uc1.b4350593",9507501,18876119,,"sf_oclc","Park, Paul,","1954-","New York|Morrow|c1989.",1989,1989,"nyu",,,"Fiction","Sugar rain"
"pst.000017857178",7056026,19901110,,"sf_oclc","Bujold, Lois McMaster.",,"New York|Guild America Books|1990, c1989.",1989,1989,"xx ",,,"NotFiction","Vorkosigan's game"
"inu.39000000213053",7593903,20168832,"PS648.S3N43 1989","sf_loc",,,"New York|Wynwood Press|c1989-",0,1989,"nyu","v.1","Science fiction, American","Fiction","The New Hugo winners : | award-winning science fiction stories"
"inu.30000036960361",9398208,22656306,,"sf_oclc|fantasy_oclc","Banks, Iain,","1954-","New York, N.Y.|HarperPaperbacks|c1989.",1989,1989,"nyu",,,"Fiction","The player of games"
"mdp.39015069174335",5429585,21436688,"PS3562.A557B9 1989","fantasy_loc","Lansdale, Joe R.,","1951-","Shingletown, CA.|Mark V. Ziesing|1989.",1989,1989,"cau",,"Horror tales, American|Fantasy fiction, American","Short stories","By bizarre hands : | stories"
"uc1.32106013034282",7132453,25065511,,"sf_loc","Greenland, Colin,","1954-","New York|Avon Books|1992, c1990",1990,1990,"nyu",,"Science fiction, English","Fiction","Take back plenty"
"uc1.32106012733827",7132699,21194856,"PS3570.I66A6 1990","sf_loc","Tiptree, James",,"Sauk City, WI|Arkham House|c1990",1990,1977,"wiu",,"Science fiction, American","Fiction","Her smoke rose up forever : | the great years of James Tiptree, Jr."
"mdp.49015002164094",4515591,21334927,"PS3551.S5A6 1990","sf_loc","Asimov, Isaac,","1920-1992.","New York|Doubleday|c1990-<c1992 >",0,1974,"nyu","v.2","Science fiction, American","Fiction","The complete stories"
"mdp.39015024891734",2508408,21410058,"PS3563.A255P44 1990","sf_oclc","McCaffrey, Anne.",,"New York, N.Y.|Ballantine Books|1990.",1990,1990,"nyu",,,"Science fiction|Fiction","Pegasus in flight"
"mdp.39015053764299",3591024,21448140,"PS3563.A255R6 1990","sf_oclc","McCaffrey, Anne.",,"New York|Ace/Putnam|c1990.",1990,1990,"nyu",,,"Fiction","The Rowan"
"mdp.39015069971276",5632768,22143548,"PS3573.I45563S76 1990","sf_oclc","Williams, Tad.",,"New York|DAW Books|Distributed by Penguin U.S.A.|1990.",1990,1990,"nyu",,,"Novel|Fantastic fiction","Stone of farewell"
"pst.000021311574",7490923,21950936,"PR6051.L3A6 1990b","sf_loc","Aldiss, Brian Wilson,","1925-","New York|Collier Books|Maxwell Macmillan International|1990.",1990,1981,"xxu",,"Science fiction, English","NotFiction","Man in his time : | the best science fiction stories of Brian W. Aldiss."
"pst.000021664502",12257002,21867299,,"sf_oclc","Stith, John E.",,"New York|Ace Books|1990.",1990,1990,"xx ",,,"NotFiction","Redshift rendezvous"
"mdp.39015062083913",2233384,21333332,"PS3572.O5H6 1990","sf_oclc","Vonnegut, Kurt.",,"New York|Putnam's|c1990.",1990,1990,"nyu",,"Fiction|Vietnam War, 1961-1975","Fiction","Hocus pocus"
"mdp.39015018825730",2184033,20015052,"PS3573.R43G5 1990","sf_oclc","Wren, M. K.",,"New York|Ballantine Books|1990.",1990,1990,"nyu",,,"Fiction","A gift upon the shore"
"mdp.39015019810483",2449882,20169970,"PS3552.R6596S28 1990","fantasy_oclc","Brooks, Terry.",,"New York|Ballantine Books|1990.",1990,1990,"nyu",,,"Fiction","The scions of Shannara"
"mdp.39015054028231",2446743,22917711,,"fantasy_oclc","Rushdie, Salman.",,"London|Granta Books in association with Penguin Books|1990.",1990,1990,"enk",,,"Fiction","Haroun and the sea of stories"
"mdp.39015061386812",4928622,26848072,,"sf_loc|fantasy_loc",,,"Harrisonville, Mo.|ESA Publications|1991-",0,1991,"mou","v.1","Fantasy tales, American|Horror tales, American|Middle West|Science fiction, American","Short stories","Best of the Midwest's science fiction, fantasy & horror"
"uc1.32106010372289",7110159,24262997,,"sf_loc","Tepper, Sheri S.",,"New York|Bantam Books|1991, c1990.",1991,1991,"nyu",,"Science fiction, American","Fiction","Raising the stones"
"mdp.39015061465624",4981204,23768093,"PS648.F3F34 1991","sf_oclc|fantasy_loc",,,"New York|Gramercy Books|Distributed by Outlet Book Co.|1991.",1991,1946,"nyu",,"Horror tales, American|Fantasy fiction, American","Short stories","Famous fantastic mysteries : | 30 great tales of fantasy and horror from the classic pulp magazines Famous fantastic mysteries & Fantastic novels"
"mdp.39015028917980",2731775,24143873,"PS3552.E53F33 1991","fantasy_oclc","Bellairs, John.",,"New York|Collier Books|Toronto|Maxwell Macmillan Canada|New York|Maxwell Macmillan International|1991.",1991,1969,"nyu",,,"Fiction","The face in the frost"
"mdp.39015028914631",2729712,23461885,,"fantasy_oclc","Barrett, Neal.",,"Shingletown, CA|M.V. Ziesing|1991.",1991,1991,"cau",,,"Fiction","The hereafter gang"
"mdp.39015054262376",3603782,24345268,,"fantasy_loc",,,"New York|Ace Books|c1991.",1991,1991,"nyu",,"Fantasy fiction|Humor in literature","Short stories","Smart dragons, foolish elves"
"uc1.32106013120784",7132737,30413449,,"fantasy_oclc","Gentle, Mary",,"New York, N.Y., U.S.A.|ROC|1994], c1991",1991,1991,"nyu",,"Fiction|Renaissance","Fiction","The architecture of desire"
"mdp.39015032734942",2791593,26158345,"PR6051.D3352M7 1992","sf_oclc","Adams, Douglas,","1952-2001.","New York|Harmony Books|c1992.",1992,1992,"nyu",,"Fiction|Interplanetary voyages","Fiction","Mostly harmless"
"mdp.49015001363762",4519987,27722980,"PS648.S3O46","sf_loc",,,"Greensboro, N.C.|Omni Books|c1992-",0,1986,"ncu",,"Science fiction, American","Fiction","Omni best science fiction"
"mdp.39015058065924",4353671,36639853,"PS3570.A483T45 1992","sf_loc","Tan, Cecilia,","1967-","Boston, MA|Circlet Press|c1992.",1992,1992,"mau",,"Fiction|Erotic stories, American|Telepathy|Science fiction, American|Sadomasochism|Fantasy fiction, American","Short stories","Telepaths don't need safewords and other stories from the erotic edge of SF/fantasy"
"mdp.39015028478330",2591910,26668115,,"sf_oclc","Asimov, Isaac,","1920-1992.","New York|Foundation Book|c1992.",1992,1992,"nyu",,"Fiction","Science fiction|Fiction","The ugly little boy"
"mdp.39015025257935",2563789,24796906,"PS648.S3M87 1992","sf_loc",,,"New York|Bantam Books|c1992.",1992,1992,"nyu",,"Science fiction, American","Science fiction|Fiction","Murasaki : | a novel in six parts"
"pst.000024657594",12263706,24065855,"PN6071.S33F8 1992","sf_loc",,,"New York|Donald I. Fine|c1992.",1992,1992,"xxu",,"Literary collections|Science fiction|Fiction|Crime","NotFiction","FutureCrime :  | an anthology of the shape of crime to come"
"mdp.49015002036805",4532564,25872224,"PS3569.T33565F54 1993","sf_oclc","Starhawk.",,"New York|Bantam Books|1993.",1993,1993,"nyu",,"Fiction","Fiction|Utopias|Dystopias","The fifth sacred thing"
"mdp.49015002042977",4532736,27683053,"PS3561.R46A64 1993","fantasy_loc","Kress, Nancy.",,"Sauk City, Wis.|Arkham House Publishers|c1993.",1993,1993,"wiu",,"Fantasy fiction, American","Short stories","The aliens of earth"
"mdp.39015064125274",5242102,30666564,"PS3569.C5684T73 1993","fantasy_loc","Schweitzer, Darrell,","1952-","Buffalo, N.Y.|W. Paul Ganley|1993.",1993,1993,"nyu",,"Horror tales, American|Fantasy fiction, American","Short stories","Transients, and other disquieting stories"
"uc1.b4431356",6239221,28553027,,"fantasy_oclc","LaFarge, Tom.",,"Los Angeles, Calif.|Sun & Moon Press|1993-",0,1993,"cau","v.1",,"Fiction","The crimson bears"
"mdp.39015061381797",4905285,41639739,,"fantasy_loc",,,"Cambridge, MA|Circlet Press|c1997, 1993.",1993,1993,"mau",,"Fiction|Women|Fantasy fiction, American|Erotic stories, American","Short stories","Sexmagick : | women conjuring erotic fantasy"
"pst.000023270350",9441580,28740710,,"fantasy_loc","Lee, Tanith.",,"s.l.|Guild America Books|1993.",1993,1993,"xx ",,"Paradys (Imaginary place)|Fiction|Fantasy fiction, English","NotFiction","The book of the dead ; The book of the mad"
"uc1.32106011542344",4756042,29837102,,"fantasy_loc",,,"Sawtry, Cambs|Dedalus|c1993.",1993,1993,"enk",,"Fantasy fiction, Dutch|Dutch fiction","Fiction","The Dedalus book of Dutch fantasy"
"uc1.32106015190207",7132432,31616244,,"sf_oclc","Tepper, Sheri S",,"New York|Bantam Books|1994, c1993",1994,1994,"nyu",,,"Fiction","A plague of angels"
"uc1.32106012650088",7136298,29389395,"PS3554.I3G29 1994","sf_oclc","Dick, Philip K",,"New York|Vintage Books|1994",1994,1994,"nyu",,,"Fiction","Galactic pot-healer"
"mdp.49015002972413",5027831,28333291,"PS3570.Y4T78 1994","sf_oclc","Tyers, Kathy.",,"New York|Bantam Books|1994.",1994,1994,"nyu",,,"Fiction","The truce at Bakura"
"mdp.39015032718663",2898622,29952049,"PS3555.D38H5 1994","sf_oclc","Eddings, David.",,"New York|Ballantine Books|1994.",1994,1994,"nyu",,,"Fiction|Fantastic fiction","The hidden city"
"mdp.39015037861179",3030726,32809754,,"fantasy_loc",,,"Stone Mountain, Ga.|White Wolf Pub.|c1994.",1994,1994,"gau",,"Fantasy fiction|Horror tales","Fiction|Horror tales|Fantastic fiction","Tombs"
"mdp.49015002208008",4534553,30795467,"PS3562.A246S76 1994","fantasy_oclc","Lackey, Mercedes.",,"New York|DAW Books|Distributed by Penguin USA|c1994.",1994,1994,"nyu",,,"Fiction","Storm warning"
"mdp.39015034223597",2980716,31934573,"PS3558.A4215C48 1995","sf_oclc","Hambly, Barbara.",,"New York|Bantam|1995.",1995,1995,"nyu",,"Fiction|Skywalker, Luke (Fictitious character)|Solo, Han (Fictitious character)|Leia, Princess (Fictitious character)","Science fiction|Fiction","Children of the Jedi"
"mdp.39015034422751",2999327,31436342,"PS648.S3W643 1995","sf_loc",,,"San Diego|Harcourt Brace|c1995.",1995,1989,"cau",,"Women|Women authors|American fiction|Science fiction, American|20th century|Social life and customs|Fiction","Bibliographies|Fiction","Women of wonder : | the contemporary years : science fiction by women from the 1970s to the 1990s"
"inu.30000036708570",7593827,31900102,"PS3562.L94S57 1995","sf_oclc","Llywelyn, Morgan.",,"Riverdale, NY|Bean Pub. Enterprises|New York, NY|Distributed by Simon & Schuster|1995.",1995,1995,"nyu",,,"Fantastic fiction|Fiction","Silverhand"
"mdp.39015057976790",2997465,30894530,"PS3569.T3868D53 1995","sf_oclc","Stephenson, Neal.",,"New York|Bantam Books|c1995.",1995,1995,"nyu",,,"Fiction","The diamond age,[or, Young lady's illustrated primer]/ | $c: Neal Stephenson."
"mdp.39015056812269",3850058,32429454,"PR6073.E386E95 1995","fantasy_oclc","Wells, Angus.",,"New York|Bantam Books|1996, c1995.",1995,1995,"nyu",,,"Fiction","Exile's children"
"mdp.39015061154988",4739324,34319188,"PS648.F3F345 1995","fantasy_loc",,,"New York|Ace Books|1995.",1995,1995,"nyu",,"Adaptations|Fantasy fiction, American|Carroll, Lewis|1832-1898","Short stories","Fantastic Alice"
"mdp.39015061865633",4972047,34472150,"PS648.F3S98 1996","sf_loc|fantasy_loc",,,"Los Angeles|Alyson Publications|1996.",1996,1996,"cau",,"Fiction|Gay men|Lesbians|Gays' writings, American|Science fiction, American|Fantasy fiction, American","Short stories","Swords of the rainbow"
"mdp.39015060636746",3596268,32924588,"PR6051.D3352A6 1996","sf_loc","Adams, Douglas,","1952-2001.","New York|Wings Books|1996.",1996,1996,"nyu",,"Humorous stories, English|Fiction|Prefect, Ford (Fictitious character)|Science fiction, English|Dent, Arthur (Fictitious character)","Fiction","The ultimate hitchhiker's guide"
"mdp.39015058737563",3902497,36031457,"PS3554.I328D68 1996a","fantasy_oclc","Dickson, Gordon R.",,"New York|Ace Fantasy|1996.",1996,1996,"nyu",,"Fiction|Time travel|Jinn|Dragons|Middle Ages|Eckert, James (Fictitious character)","Novel|Fantasy fiction","The dragon and the Djinn"
"mdp.39015036073644",3094202,32969434,"PS3562.E8544W35 1996","fantasy_loc","Lethem, Jonathan.",,"New York|Harcourt Brace & Co.|c1996.",1996,1996,"nyu",,"Horror tales, American|Fantasy fiction, American","Fiction","The wall of the sky, the wall of the eye : | stories"
"mdp.39015037303636",3049075,33043324,"PS3562.E42U56 1996","fantasy_loc","Le Guin, Ursula K.,","1929-","New York|HarperCollins|c1996.",1996,1996,"nyu",,"Fiction|Manners and customs|Fantasy fiction, American","Fiction","Unlocking the air and other stories"
"pst.000050247585",7049932,34736043,,"fantasy_loc","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Barnes & Noble|1996.",1996,1996,"nyu",,"Fantasy fiction, English|Science fiction, English","Fiction","The sentinel"
"mdp.39015041124887",3166206,37356607,,"fantasy_oclc","Carmody, Isobelle.",,"Ringwood, Vic.|Viking|1996.",1996,1996,"at ",,,"NotFiction","Green monkey dreams : | stories"
